"MLog","EntryDate","RelDate","RelSite","State","County","City","Waterway","Photos","FormComplete","CondStop","BottomFeed","NatVeg","VegType","MonthsVeg","ExpWater","DisplayType","RelType","MonthsExpWater","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","Status","CreateBy","CreateDate","UpdateBy","UpdateDate"
3378,2021-08-22 13:33:02.203,2021-08-18 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River ,Three Sisters Spring ,1,0,0,,,,,0,,,,lsmith,347,N,2021-07-09 00:00:00.000,247,N,2021-07-09 00:00:00.000,,LPZ,1,mlippincot,2021-08-22 13:33:02.203,mlippincot,2021-08-22 13:35:54.103
4377,2021-02-17 17:00:24.923,2021-02-16 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,0,0,0,,,,,0,,,,yjafarey,890,N,2021-02-16 00:00:00.000,272,N,2021-02-16 00:00:00.000,,JAX,1,cmiller,2021-02-17 17:00:24.923,cmiller,2021-02-19 14:14:17.813
4378,2022-01-13 10:37:16.560,2022-01-13 00:00:00.000,Manatee Viewing Center ,FL,Hillsborough,Apollo Beach ,Teco Power Plant Discharge Canal ,1,0,0,,,,,0,,,,mnau,311,N,2022-01-05 00:00:00.000,249,N,2022-01-05 00:00:00.000,,LPZ,1,mlippincot,2022-01-13 10:37:16.560,mlippincot,2022-01-13 10:37:42.753
4379,2023-05-11 16:17:21.797,2023-02-17 00:00:00.000,TECO Manatee Viewing Center,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,1,1,,>12,0,F,B,,dmurphy,290,N,2023-02-17 00:00:00.000,228,N,2023-02-17 00:00:00.000,"FWC Path Lab, FWC-SWFS, Mote, CMA, CMARI, Zoo Tampa assisted",SFM,1,vedmonds,2023-05-11 16:17:21.797,vedmonds,2023-05-11 16:18:32.597
5378,2021-06-02 11:27:26.953,2021-06-03 00:00:00.000,"Dale Wimbrow Park Boat Ramp, Airport Drive W",FL,Indian River,"Sebastian, FL 32598",Indian River Lagoon,1,0,0,,,,,0,,,,bnolan,497,N,2021-06-01 00:00:00.000,298,N,2021-06-01 00:00:00.000,,LVS,1,lmcduffie,2021-06-02 11:27:26.953,lmcduffie,2021-06-03 16:21:30.390
5381,2023-02-14 13:18:23.760,2023-02-13 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,1,0,1,,,,1,F,F,>12,LStaggs,404,N,2023-02-13 00:00:00.000,254,N,2023-02-13 00:00:00.000,,SWF,1,lbraso,2023-02-14 13:18:23.760,lbraso,2023-02-14 13:18:42.237
5382,2021-02-21 14:16:42.433,2021-02-17 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,0,0,0,,,,,0,,,,mrodriguez,379,N,2021-02-17 00:00:00.000,262,N,2021-02-17 00:00:00.000,,MSQ,1,jheyde,2021-02-21 14:16:42.433,jheyde,2021-02-21 14:17:42.967
5383,2022-01-20 14:01:26.883,2022-01-18 00:00:00.000,Manatee Lagoon,FL,Palm Beach,Riviera Beach,Lake Worth Lagoon,1,1,0,1,1,Variety of turtle grass and shoal grass,"03",1,B,B,"12",sloos,340,Y,2022-01-18 00:00:00.000,234,N,2022-01-18 00:00:00.000,Lemur was fitted with a satellite tracking belt by CMARI,MSQ,1,jheyde,2022-01-20 14:01:26.883,jheyde,2022-01-20 14:02:07.403
5384,2022-08-16 10:45:43.053,2022-08-17 00:00:00.000,D & D Marina ,FL,Lee,Matlacha,Matlacha Pass ,1,0,0,,,,,0,,,,mnau,320,N,2022-08-03 00:00:00.000,246,N,2022-08-03 00:00:00.000,,LPZ,1,mlippincot,2022-08-16 10:45:43.053,mlippincot,2022-08-17 10:21:53.530
5385,2021-03-15 11:18:58.757,2021-03-15 00:00:00.000,French Ave boat ramp,FL,Volusia,Orange City,St. Johns River,0,0,0,,,,,0,,,,sdirocco,606,N,2021-03-15 00:00:00.000,305,N,2021-03-15 00:00:00.000,,SWF,1,lbraso,2021-03-15 11:18:58.757,lbraso,2021-03-15 11:20:03.187
5391,2022-01-25 11:23:55.930,2022-01-27 00:00:00.000,Riviera Beach PPL Plant,FL,Palm Beach,Riviera Beach,Lake Worth Lagoon (intercoastal waterway),1,1,0,,,,,0,,,,enolan,316,N,2022-01-24 00:00:00.000,244,N,2022-01-24 00:00:00.000,,LVS,1,lmcduffie,2022-01-25 11:23:55.930,lmcduffie,2022-01-28 07:26:02.197
5392,2023-01-10 15:49:40.073,2023-01-10 00:00:00.000,TECO Discharge Canal,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,0,0,0,,,,,0,,,,mnau,415,N,2022-12-20 00:00:00.000,266,N,2022-12-20 00:00:00.000,,LPZ,1,mlippincot,2023-01-10 15:49:40.073,mlippincot,2023-01-10 15:50:09.657
5393,2022-01-25 12:54:43.320,2022-02-01 00:00:00.000,Tampa Bay TECO,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,0,,,,,0,,,,enolan,298,N,2022-01-24 00:00:00.000,243,N,2022-01-24 00:00:00.000,,LVS,1,lmcduffie,2022-01-25 12:54:43.320,lmcduffie,2022-02-01 12:19:59.370
5393,2024-12-03 11:16:04.020,2024-12-03 00:00:00.000,Homosassa Springs Wildlife Park,FL,Citrus,Homosassa,Homosassa Springs,0,0,0,,,,,0,,,,mnau,385,N,2024-11-15 00:00:00.000,256,N,2024-11-15 00:00:00.000,,LPZ,1,mlippincot,2024-12-03 11:16:04.020,mlippincot,2024-12-03 11:16:22.703
5394,2021-05-29 10:09:02.133,2021-04-27 00:00:00.000, 250 Sportsman Drive,FL,Putnam,Welaka,St. John's River,1,1,0,,,,,0,,,,enolan,473,N,2021-04-22 00:00:00.000,284,N,2021-04-22 00:00:00.000,,LVS,1,lmcduffie,2021-05-29 10:09:02.133,lmcduffie,2021-05-29 10:31:12.627
5395,2022-01-10 10:03:08.147,2022-01-04 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,1,0,0,,,,,0,,,,DLinderman,409,N,2022-01-04 00:00:00.000,240,N,2022-01-04 00:00:00.000,,SWF,1,lbraso,2022-01-10 10:03:08.147,lbraso,2022-01-10 10:04:16.630
6394,2021-05-17 05:38:31.827,2021-05-12 00:00:00.000,Demere Key ,FL,Lee,Cape Coral,Pine Island Sound ,1,0,0,,,,,0,,,,lsmith,501,N,2021-04-09 00:00:00.000,301,N,2021-04-09 00:00:00.000,,LPZ,1,mlippincot,2021-05-17 05:38:31.827,mlippincot,2021-05-17 05:38:51.700
6397,2021-05-12 10:53:14.210,2021-05-12 00:00:00.000,BSSP,FL,Volusia,Orange City,St. John's River,0,0,0,,,,,0,,,,sdirocco,522,N,2021-05-12 00:00:00.000,322,N,2021-05-12 00:00:00.000,Dr. Lydia Staggs was attending vet,SWF,1,lbraso,2021-05-12 10:53:14.210,lbraso,2021-05-12 10:54:12.587
6398,2021-05-12 10:24:54.120,2021-05-11 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,0,0,0,,,,,0,,,,mrodriguez,568,N,2021-05-11 00:00:00.000,306,N,2021-05-11 00:00:00.000,,MSQ,1,jheyde,2021-05-12 10:24:54.120,jheyde,2021-05-12 10:26:25.097
6399,2021-05-12 10:29:55.477,2021-05-11 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,0,0,0,,,,,0,,,,mrodriguez,186,N,2021-05-11 00:00:00.000,192,N,2021-05-11 00:00:00.000,Released with Froggy (mother),MSQ,1,jheyde,2021-05-12 10:29:55.477,jheyde,2021-05-12 10:30:38.767
6400,2022-02-13 09:36:34.307,2022-02-10 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,PEEC,0,0,0,1,1,Variety of turtle grass and shoal grass,"04",1,B,B,"12",sloos,263,N,2022-02-03 00:00:00.000,218,N,2022-02-10 00:00:00.000,Belted by CMARI,MSQ,1,jheyde,2022-02-13 09:36:34.307,jheyde,2022-02-13 09:37:40.377
6400,2024-02-07 13:13:40.820,2024-01-31 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,0,0,0,,,,,0,,,,DLinderman,361,N,2024-01-31 00:00:00.000,249,N,2024-01-31 00:00:00.000,,SWF,1,lbraso,2024-02-07 13:13:40.820,lbraso,2024-02-07 13:14:01.370
6401,2022-01-20 14:09:34.260,2022-01-12 00:00:00.000,Morningside Park,FL,Miami/Dade,Miami,Biscayne Bay ,1,0,0,1,1,Variety of turtle grass and shoal grass,"02",1,B,B,"10",sloos,362,Y,2022-01-12 00:00:00.000,241,N,2022-01-12 00:00:00.000,Our scale malfunctioned.  Weight was estimated from the crane operators weights.,MSQ,1,jheyde,2022-01-20 14:09:34.260,jheyde,2022-01-20 14:10:25.330
6402,2022-01-26 12:43:45.637,2022-01-25 00:00:00.000,TECO Power plant discharge canal ,FL,Hillsborough,Apollo Beach ,TECO Power plant discharge canal ,1,0,0,,,,,0,,,,mnau,279,N,2022-01-19 00:00:00.000,238,N,2022-01-19 00:00:00.000,,LPZ,1,mlippincot,2022-01-26 12:43:45.637,mlippincot,2022-01-26 12:43:54.463
6404,2021-10-26 12:20:30.563,2021-10-25 00:00:00.000,Dale Wimbrow Park,FL,Indian River,Sebastian,Sebastian River,1,0,0,,,,,0,,,,sdirocco,363,N,2021-10-25 00:00:00.000,236,N,2021-10-25 00:00:00.000,,SWF,1,lbraso,2021-10-26 12:20:30.563,lbraso,2021-10-26 12:20:57.983
6405,2021-10-21 07:38:47.590,2021-10-07 00:00:00.000,Demere Key ,FL,Lee,St James City ,Pine Island Sound ,1,0,0,,,,,0,,,,mnau,435,N,2021-07-21 00:00:00.000,298,N,2021-10-07 00:00:00.000,,LPZ,1,mlippincot,2021-10-21 07:38:47.590,mlippincot,2021-10-21 07:39:00.553
6406,2023-02-14 12:57:21.733,2023-02-13 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,0,0,0,1,1,"Coontail, Frogbit, Naiad, and Eel grass",>12,1,F,F,>12,yjafarey,371,N,2023-02-13 00:00:00.000,249,N,2023-02-13 00:00:00.000,,JAX,1,cmiller,2023-02-14 12:57:21.733,cmiller,2023-02-14 13:08:22.570
6407,2022-01-26 12:34:46.697,2022-01-24 00:00:00.000,TECO Power plant discharge canal ,FL,Hillsborough,Apollo Beach ,TECO Power plant discharge canal ,1,0,0,,,,,0,,,,mnau,288,N,2022-01-18 00:00:00.000,234,N,2022-01-18 00:00:00.000,,LPZ,1,mlippincot,2022-01-26 12:34:46.697,mlippincot,2022-01-26 12:35:06.900
6408,2022-06-17 08:23:26.030,2022-06-15 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River ,0,0,0,,,,,0,,,,mnau,689,N,2022-06-15 00:00:00.000,296,N,2022-06-15 00:00:00.000,,LPZ,1,mlippincot,2022-06-17 08:23:26.030,mlippincot,2022-06-17 08:23:48.090
6409,2021-07-14 11:55:10.990,2021-07-14 00:00:00.000,BSSP french ave boat ramp,FL,Volusia,Orange City,St. John's River,0,0,0,,,,,0,,,,sdirocco,547,N,2021-07-06 00:00:00.000,301,N,2021-07-14 00:00:00.000,Dr.Lydia Staggs is attending vet,SWF,1,lbraso,2021-07-14 11:55:10.990,lbraso,2021-07-14 11:55:56.447
6410,2021-07-14 11:58:15.567,2021-07-14 00:00:00.000,BSSP french ave boat ramp,FL,Volusia,Orange City,St. John's River,0,0,0,,,,,0,,,,sdirocco,227,N,2021-07-06 00:00:00.000,197,N,2021-07-14 00:00:00.000,Dr. Lydia Staggs is attending vet,SWF,1,lbraso,2021-07-14 11:58:15.567,lbraso,2021-07-14 11:58:53.230
6412,2021-07-21 09:06:27.670,2021-07-20 00:00:00.000,Dale Wimbrow Park,FL,Indian River,Sebastian,Sebastian River,0,0,0,,,,,0,,,,sdirocco,681,N,2021-07-20 00:00:00.000,322,N,2021-07-20 00:00:00.000,UME animal,SWF,1,lbraso,2021-07-21 09:06:27.670,lbraso,2021-07-21 09:10:44.870
6415,2023-02-14 08:47:25.370,2023-02-13 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,Blue Spring Run,1,1,1,1,1,local sea grasses as well as freshwater vegetation,"04",0,B,F,,sloos,376,N,2023-02-01 00:00:00.000,243,N,2023-02-01 00:00:00.000,"Pit Tagged, Branded ""J5"" & Satellite tracking belt",MSQ,1,jheyde,2023-02-14 08:47:25.370,jheyde,2023-02-14 08:53:35.680
6417,2022-02-13 09:45:49.170,2022-02-10 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,PEEC,0,0,0,1,1,Variety of turtle grass and shoal grass,"04",1,B,B,"11",sloos,269,N,2022-02-03 00:00:00.000,217,N,2022-02-10 00:00:00.000,,MSQ,1,jheyde,2022-02-13 09:45:49.170,jheyde,2022-02-13 09:46:40.130
6418,2022-03-08 10:51:12.523,2022-02-16 00:00:00.000,Manatee Bend Park,FL,Miami/Dade,Miami,Little River,0,0,0,1,1,Variety of turtle grass and shoal grass,"04",1,B,B,"11",sloos,267,N,2022-02-16 00:00:00.000,238,N,2022-02-16 00:00:00.000,FWC Tequesta field station assisted with release,MSQ,1,jheyde,2022-03-08 10:51:12.523,jheyde,2022-03-08 10:52:15.177
6419,2021-09-27 14:53:32.923,2021-09-22 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,0,0,0,,,,,0,,,,mrodriguez,544,N,2021-09-22 00:00:00.000,312,N,2021-09-22 00:00:00.000,Dr. Shelby Loos and Dr. DiRocco cleared animals to be released.,MSQ,1,jheyde,2021-09-27 14:53:32.923,jheyde,2021-09-27 14:54:43.207
6420,2023-01-24 10:07:20.787,2023-01-24 00:00:00.000,Calusa Campground Resort & Marina,FL,Monroe,Key Largo,Calusa Campground canal,1,1,1,1,1,local sea grasses as well as fresh water grasses,"04",1,B,B,>12,sloos,326,N,2023-01-18 00:00:00.000,252,N,2023-01-18 00:00:00.000,"Brand # ""Y1""",MSQ,1,jheyde,2023-01-24 10:07:20.787,jheyde,2023-01-24 10:11:10.810
6422,2023-02-14 08:13:37.863,2023-02-13 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,0,0,1,,,,1,F,F,"03",creid,286,N,2023-02-13 00:00:00.000,249,N,2023-02-13 00:00:00.000,,SWF,1,lbraso,2023-02-14 08:13:37.863,lbraso,2023-02-14 08:13:54.273
6422,2024-11-04 11:15:14.360,2024-11-04 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,0,0,0,,,,,0,,,,creid,363,N,2024-11-04 00:00:00.000,244,N,2024-11-04 00:00:00.000,,SWF,1,lbraso,2024-11-04 11:15:14.360,lbraso,2024-11-04 11:15:49.503
6423,2021-06-06 10:19:07.693,2021-06-03 00:00:00.000,Dale Wimbrow Park,FL,Indian River,Sebastian,Sebastian River,0,0,0,,,,,0,,,,creid,372,N,2021-06-03 00:00:00.000,272,N,2021-06-03 00:00:00.000,,SWF,1,lbraso,2021-06-06 10:19:07.693,lbraso,2021-06-06 10:19:45.313
6424,2021-11-30 17:19:50.150,2021-11-30 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,0,0,0,1,1,"coontail, frogbit","07",1,F,F,"07",yjafarey,323,N,2021-11-30 00:00:00.000,233,N,2021-11-30 00:00:00.000,,JAX,1,cmiller,2021-11-30 17:19:50.150,cmiller,2021-11-30 17:22:08.003
7424,2021-06-13 15:23:01.820,2021-06-10 00:00:00.000,Demere Key ,FL,Lee,St James City ,Pine Island Sound ,0,0,0,,,,,0,,,,lsmith,254,N,2021-05-26 00:00:00.000,235,N,2021-05-26 00:00:00.000,,LPZ,1,mlippincot,2021-06-13 15:23:01.820,mlippincot,2021-06-13 15:23:15.580
7426,2021-08-08 13:17:11.857,2021-07-27 00:00:00.000,Horton Bay ,FL,Lee,Cape Coral ,Horton Bay ,0,0,0,,,,,0,,,,lsmith,236,N,2021-07-01 00:00:00.000,230,N,2021-07-01 00:00:00.000,Dr. Melissa Nau was vet. ,LPZ,1,mlippincot,2021-08-08 13:17:11.857,mlippincot,2021-08-08 13:17:44.507
7427,2021-09-27 15:04:16.800,2021-09-22 00:00:00.000,Waterway Park,FL,Palm Beach,Jupiter,Loxahatchee River,0,0,0,,,,,0,,,,mrodriguez,587,N,2021-09-22 00:00:00.000,318,N,2021-09-22 00:00:00.000,Dr. Shelby Loos and Dr. DiRocco cleared this animal to be released,MSQ,1,jheyde,2021-09-27 15:04:16.800,jheyde,2021-09-27 15:04:57.497
7428,2024-02-19 12:44:24.060,2024-02-13 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,1,1,1,1,1,Hydrilla ,"06",1,F,F,"06",mnau,417,N,2024-01-25 00:00:00.000,257,N,2024-01-25 00:00:00.000,,LPZ,1,mlippincot,2024-02-19 12:44:24.060,mlippincot,2024-02-19 12:44:48.647
7431,2024-02-18 07:57:34.950,2024-02-15 00:00:00.000,"3 Sisters spring",FL,Citrus,Crystal River,Crystal River,1,1,0,1,,,,1,F,F,>12,LStaggs,272,N,2024-02-15 00:00:00.000,242,N,2024-02-15 00:00:00.000,,SWF,1,lbraso,2024-02-18 07:57:34.950,lbraso,2024-02-18 07:57:51.010
7432,2023-02-14 13:20:29.193,2023-02-13 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,1,0,1,,,,1,F,F,>12,sdirocco,411,N,2023-02-13 00:00:00.000,261,N,2023-02-13 00:00:00.000,,SWF,1,lbraso,2023-02-14 13:20:29.193,lbraso,2023-02-14 13:20:48.527
7433,2021-07-14 11:04:19.067,2021-07-14 00:00:00.000,Frank Butler West Boat Ramp,FL,St. Johns,St. Augustine,Matanzas River,1,0,0,1,1,"coontail, hydrilla, naiad, lotus, pickerelweed","02",0,,,,mpersky,274,N,2021-07-14 00:00:00.000,239,N,2021-06-24 00:00:00.000,,JAX,1,cmiller,2021-07-14 11:04:19.067,cmiller,2021-07-14 11:10:11.233
7436,2021-10-24 09:21:41.533,2021-10-19 00:00:00.000,Oak Harbor boat ramp,FL,Duval,Jacksonville,Hogpen Creek,1,0,0,,,,,0,,,,sdirocco,520,N,2021-10-19 00:00:00.000,298,N,2021-10-19 00:00:00.000,Dr. Dana Lindemann was attending vet,SWF,1,lbraso,2021-10-24 09:21:41.533,lbraso,2021-10-24 09:22:47.170
7437,2021-11-15 10:21:45.930,2021-11-03 00:00:00.000,Shepard Park,FL,Martin,Stuart,St. Lucie River,1,0,1,,,,,0,,,,sloos,333,N,2021-11-03 00:00:00.000,254,N,2021-11-03 00:00:00.000,,MSQ,1,jheyde,2021-11-15 10:21:45.930,jheyde,2021-11-15 10:26:59.460
7439,2024-02-18 07:53:42.927,2024-02-15 00:00:00.000,"3 Sisters spring",FL,Citrus,Crystal River,Crystal River,1,1,0,1,,,,1,F,F,>12,DLinderman,295,N,2024-02-15 00:00:00.000,224,N,2024-02-07 00:00:00.000,,SWF,1,lbraso,2024-02-18 07:53:42.927,lbraso,2024-02-18 07:54:10.340
7440,2021-11-01 08:05:49.813,2021-10-26 00:00:00.000,Horton park,FL,Lee,Cape Coral,Caloosahatchee River ,1,0,0,,,,,0,,,,mnau,356,N,2021-10-26 00:00:00.000,273,N,2021-10-26 00:00:00.000,,LPZ,1,mlippincot,2021-11-01 08:05:49.813,mlippincot,2021-11-01 08:06:07.957
7441,2024-02-19 12:53:59.927,2024-02-13 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,1,1,1,1,1,Hydrilla ,>12,1,F,F,"06",mnau,469,N,2024-01-24 00:00:00.000,266,N,2024-01-24 00:00:00.000,,LPZ,1,mlippincot,2024-02-19 12:53:59.927,mlippincot,2024-02-19 12:54:21.313
7443,2021-06-27 06:47:19.760,2021-06-24 00:00:00.000,Tracker Boating Center,FL,Manatee,Bradenton,Sarasota Bay,0,0,0,,,,,0,,,,sdirocco,704,N,2021-06-24 00:00:00.000,316,N,2021-06-24 00:00:00.000,Dr. Dana Lindemann is attending vet,SWF,1,lbraso,2021-06-27 06:47:19.760,lbraso,2021-06-27 06:48:19.570
7447,2022-02-17 13:05:21.137,2022-02-15 00:00:00.000,TECO Discharge Canal ,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,0,0,0,,,,,0,,,,mnau,370,N,2022-01-26 00:00:00.000,257,N,2022-01-26 00:00:00.000,,LPZ,1,mlippincot,2022-02-17 13:05:21.137,mlippincot,2022-02-17 13:05:33.790
7455,2022-04-10 06:12:10.133,2022-04-07 00:00:00.000,Anchorage Park,FL,Palm Beach,Palm Beach,Earman River,1,0,0,,,,,0,,,,sdirocco,809,N,2022-04-07 00:00:00.000,313,N,2022-04-07 00:00:00.000,ume,SWF,1,lbraso,2022-04-10 06:12:10.133,lbraso,2022-04-10 06:13:08.490
7460,2023-02-13 12:26:18.643,2023-02-10 00:00:00.000,TECO Discharge Canal ,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,0,0,0,,,,,0,,,,mnau,374,N,2023-01-27 00:00:00.000,245,N,2023-01-27 00:00:00.000,,LPZ,1,mlippincot,2023-02-13 12:26:18.643,mlippincot,2023-02-13 12:26:34.270
7463,2022-01-13 10:39:44.687,2022-01-13 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,ICW,0,0,0,,,,,0,,,,yjafarey,787,N,2022-01-13 00:00:00.000,330,N,2022-01-06 00:00:00.000,,JAX,1,cmiller,2022-01-13 10:39:44.687,cmiller,2022-01-17 14:56:15.077
7466,2021-12-05 14:44:54.167,2021-12-01 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,ICW,0,0,0,1,1,"coontail, frogbit","03",0,F,B,,yjafarey,554,N,2021-12-01 00:00:00.000,305,N,2021-12-01 00:00:00.000,,JAX,1,cmiller,2021-12-05 14:44:54.167,cmiller,2021-12-05 14:50:17.930
7467,2024-02-19 12:57:17.123,2024-02-14 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,1,1,1,1,1,Hydrilla ,>12,1,F,F,>12,mnau,397,N,2024-01-24 00:00:00.000,240,N,2024-01-24 00:00:00.000,,LPZ,1,mlippincot,2024-02-19 12:57:17.123,mlippincot,2024-02-19 12:57:36.997
7482,2022-02-22 11:22:33.277,2022-02-22 00:00:00.000,"3 Sisters Spring",FL,Citrus,Crystal River,Crystal River,1,0,0,,,,,0,,,,creid,379,N,2022-02-18 00:00:00.000,280,N,2022-02-22 00:00:00.000,pregnant,SWF,1,lbraso,2022-02-22 11:22:33.277,lbraso,2022-02-22 11:22:55.903
7494,2022-02-13 06:36:50.200,2022-02-03 00:00:00.000,Big Pine Key,FL,Monroe,Big Pine Key,Spanish Harbor Channel,1,0,0,,,,,0,,,,sdirocco,179,N,2022-02-03 00:00:00.000,203,N,2022-02-03 00:00:00.000,,SWF,1,lbraso,2022-02-13 06:36:50.200,lbraso,2022-02-13 06:37:21.170
7495,2021-12-16 13:40:28.763,2021-12-16 00:00:00.000,TECO Discharge Canal,FL,Hillsborough,Apollo Beach ,TECO Discharge Canal,0,0,0,,,,,0,,,,mnau,247,N,2021-12-14 00:00:00.000,226,N,2021-12-14 00:00:00.000,,LPZ,1,mlippincot,2021-12-16 13:40:28.763,mlippincot,2021-12-16 13:40:50.803
7496,2022-08-30 05:40:44.127,2022-08-23 00:00:00.000,Weeki Wachee ,FL,Hernando,Springhill,Weeki Wachee,0,0,0,,,,,0,,,,mnau,302,N,2022-08-10 00:00:00.000,230,N,2022-08-10 00:00:00.000,,LPZ,1,mlippincot,2022-08-30 05:40:44.127,mlippincot,2022-08-30 05:41:01.230
7496,2024-06-23 05:21:11.960,2024-06-20 00:00:00.000,Eckerd College boat ramp,FL,Pinellas,St. Pete,Tampa Bay,1,0,0,,,,,0,,,,DLinderman,340,N,2024-06-20 00:00:00.000,255,N,2024-06-20 00:00:00.000,,SWF,1,lbraso,2024-06-23 05:21:11.960,lbraso,2024-06-23 05:21:35.870
7504,2021-11-29 14:10:30.447,2021-11-29 00:00:00.000,Orange Harbor boat ramp,FL,Lee,Ft. Myers,Orange River,1,0,0,,,,,0,,,,sdirocco,179,N,2021-11-29 00:00:00.000,215,N,2021-11-29 00:00:00.000,Dr. Lydia Staggs was attending vet,SWF,1,lbraso,2021-11-29 14:10:30.447,lbraso,2021-11-29 14:22:49.633
7505,2021-12-07 09:33:02.200,2021-12-07 00:00:00.000,TECO,FL,Hillsborough,Apollo Beach,Tampa Bay,1,0,0,,,,,0,,,,sdirocco,295,N,2021-12-07 00:00:00.000,259,N,2021-12-07 00:00:00.000,Dr. Lydia Stagg was attending vet,SWF,1,lbraso,2021-12-07 09:33:02.200,lbraso,2021-12-07 09:33:35.580
8505,2021-12-01 10:42:57.240,2021-12-01 00:00:00.000,PEEC,FL,Broward,Ft. Lauderdale,Stranahan River,1,0,0,,,,,0,,,,creid,495,N,2021-12-01 00:00:00.000,275,N,2021-12-01 00:00:00.000,,SWF,1,lbraso,2021-12-01 10:42:57.240,lbraso,2021-12-01 10:43:45.287
8506,2021-12-01 10:45:27.937,2021-12-01 00:00:00.000,PEEC,FL,Broward,Ft. Lauderdale,Stranahan River,1,0,0,,,,,0,,,,creid,61,N,2021-12-01 00:00:00.000,135,N,2021-12-01 00:00:00.000,,SWF,1,lbraso,2021-12-01 10:45:27.937,lbraso,2021-12-01 10:46:08.467
8508,2023-02-14 09:01:58.533,2023-02-13 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,Blue Spring Run,1,1,1,1,1,local sea grasses as well as freshwater vegetation,"04",0,B,F,,sloos,383,N,2023-02-01 00:00:00.000,244,N,2023-02-01 00:00:00.000,"applied pit tags, brand ""J2"" & Satellite tracking belt",MSQ,1,jheyde,2023-02-14 09:01:58.533,jheyde,2023-02-14 09:04:36.177
8509,2022-01-19 05:56:49.093,2022-01-18 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St Johns River,1,0,0,,,,,0,,,,DLinderman,384,N,2022-01-18 00:00:00.000,260,N,2022-01-18 00:00:00.000,,SWF,1,lbraso,2022-01-19 05:56:49.093,lbraso,2022-01-19 05:57:10.710
8512,2024-02-07 12:58:51.560,2024-02-07 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,1,0,1,,,,1,F,F,>12,creid,413,N,2024-02-07 00:00:00.000,259,N,2024-02-07 00:00:00.000,,SWF,1,lbraso,2024-02-07 12:58:51.560,lbraso,2024-02-07 12:59:16.100
8514,2023-01-10 12:23:27.883,2023-01-10 00:00:00.000,TECO Discharge Canal ,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,0,0,0,,,,,0,,,,mnau,338,N,2022-12-19 00:00:00.000,249,N,2022-12-19 00:00:00.000,,LPZ,1,mlippincot,2023-01-10 12:23:27.883,mlippincot,2023-01-10 12:23:42.677
8515,2024-01-26 06:34:38.960,2024-01-24 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,0,0,0,,,,,0,,,,cstring,299,N,2024-01-17 00:00:00.000,243,N,2024-01-17 00:00:00.000,,LPZ,1,mlippincot,2024-01-26 06:34:38.960,mlippincot,2024-01-26 06:34:56.750
8517,2022-07-27 12:28:08.100,2022-07-27 00:00:00.000,Pete's Pier,FL,Citrus,Crystal River,Kings Bay,1,0,0,,,,,0,,,,DLinderman,563,N,2022-07-27 00:00:00.000,293,N,2022-07-27 00:00:00.000,rehabbed in SWSA,SWF,1,lbraso,2022-07-27 12:28:08.100,lbraso,2022-07-27 12:28:30.943
