"MLog","RescueDate","RescuePerDay","State","County","City","Waterway","Latitude","Longitude","Pregnant","Health","RescueType","PrimCauseID","PrimText","SecCauseID","SecText","WhereRel","Dead","Tracker","Transporter","FacTransTo","VetID","PartOrg","FloodGate","Pot","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
1970,2017-04-12 00:00:00.000,1,FL,Citrus,Crystal River,Kings Bay,28.882250,-82.594830,M,C,B,BoIm,,,,,1,,MMPL,MMPL,,"FWC MMPL, Volunteers, USWFS",,,430,N,2017-04-13 00:00:00.000,306,N,2017-04-13 00:00:00.000,"Manatee died during transport at 1255 h and was confirmed dead at Lowry Park Zoo at 1307 h.
",MMPL,dszemer,2017-11-27 13:29:25.170,D,2017-11-27 13:29:25.170
1971,2017-11-28 00:00:00.000,1,SC,Charleston,North Charleston,Cooper River,32.533472,-79.580010,M,S,A,NaNS,,,,"Port St. Johns boat ramp, Brevard County, Indian River",0,"134788 red/yellow",,,lcroft,"SWF, FWC,USFWS,MRP,S2S,NOAA",,,384,N,2017-11-28 00:00:00.000,275,N,2017-11-28 00:00:00.000,This animal was caught and relocated back to Florida from SC,SWF,jpeterson,2017-12-04 12:39:25.170,dszemer,2017-12-19 13:08:07.880
1972,2017-11-28 00:00:00.000,1,SC,Charleston,North Charleston,Cooper River,32.533472,-79.580010,M,S,A,NaNS,,,,"Port St. Johns boat ramp, Brevard County, Indian River",0,,,,lcroft,"SWF,USFWS,FWC,NOAA,SCDNR,S2S,MRP",,,454,N,2017-11-28 00:00:00.000,275,N,2017-11-28 00:00:00.000,Animal was rescued and relocated back to Florida,SWF,jpeterson,2017-12-04 13:05:39.450,dszemer,2017-12-19 13:09:15.137
1973,2017-11-28 00:00:00.000,1,SC,Charleston,North Charleston,Cooper River,32.533472,-79.580010,M,S,A,NaNS,,,,"Port St. Johns boat ramp, Brevard County, Indian River",0,"158607 Blue/Green tag S2S",,,lcroft,"SWF,USFWS,FWC,SCDNR,NOAA,MRP",,,468,N,2017-11-28 00:00:00.000,294,N,2017-11-28 00:00:00.000,This animal was rescued and relocated back to Florida,SWF,jpeterson,2017-12-04 13:09:44.430,dszemer,2017-12-19 13:10:03.740
1974,2017-11-28 00:00:00.000,1,SC,Charleston,North Charleston,Cooper River,32.533472,-79.580010,M,S,A,NaNS,,,,"Port St. John boat ramp, Brevard County",0,,,JAX,lcroft,"SWF,USFWS,FWC,SCDNR,NOAA,MRP",,,379,N,2017-11-28 00:00:00.000,256,N,2017-11-28 00:00:00.000,"This animal was rescued and stayed overnight at Jacksonville Zoo before being released in Brevard County, Florida on the 29th.",SWF,jpeterson,2017-12-04 13:14:06.597,dszemer,2017-12-21 08:10:42.467
1976,2017-11-30 00:00:00.000,1,SC,Charleston,North Charleston,Cooper River,32.533472,-79.580010,M,S,A,NaNS,,,,St. Johns boat ramp,0,,,,lcroft,"SWF,USFWS,FWC,SCDNR,NOAA,MRP",,,613,N,2017-11-30 00:00:00.000,321,N,2017-11-30 00:00:00.000,This animal was rescued and transported back to Florida,SWF,jpeterson,2017-12-04 13:22:58.440,D,2017-12-04 13:22:58.440
1977,2017-11-30 00:00:00.000,1,SC,Charleston,North Charleston,Cooper River,32.533472,-79.580010,M,S,A,NaNS,,,,St. Johns boat ramp,0,,,,lcroft,"SWF,FWC.USFWS,SCDNR,NOAA,MRP",,,474,N,2017-11-30 00:00:00.000,294,N,2017-11-30 00:00:00.000,This animal was rescued and relocated back to Florida,SWF,jpeterson,2017-12-04 13:46:48.440,dszemer,2018-03-21 10:33:35.520
1978,2017-11-28 00:00:00.000,1,SC,Charleston,North Charleston,Cooper River,32.893017,-79.966859,N,G,B,NaCs,,Othe,Animals congregated at Kapstone warm water outflow.,,0,,SWF,JAX,mpersky,"Sea World Florida, USFWS, FWC, Jacksonville Zoo and Gardens, Sea to Shore Alliance, NOAA, Pittsburgh Zoo and PPG Aquarium, Clearwater Marine Aquarium, and University of Florida College of Veterinary Medicine.",,,386,N,2017-11-28 00:00:00.000,260,N,2017-11-28 00:00:00.000,"One of ten animals rescued from Kapstone Paper Mill.  Of the ten animals rescued in a three day period, this was the only animal to brought to a facility due to signs of cold stress.",JAX,dbear,2017-12-04 14:16:16.560,dszemer,2018-03-21 11:00:27.480
1979,2017-12-12 00:00:00.000,1,FL,Brevard,Satellite Beach,"Grand Canal, Desoto Canal ",28.164650,-80.602950,U,S,A,Enta,,,,,0,,,,,Citizen,,,505,Y,2017-12-12 00:00:00.000,305,Y,2017-12-12 00:00:00.000,,FWCIR,bgreer,2017-12-13 11:38:07.490,dszemer,2018-11-29 12:02:18.760
1980,2017-12-11 00:00:00.000,1,FL,Lee,Fort Myers,Estero Bay,26.434350,-81.870800,M,C,B,BoBo,,,,,0,,FWCSW,SWF,lcroft,FWC/SWF,,,286,N,2017-12-11 00:00:00.000,265,N,2017-12-11 00:00:00.000,,SWF,jpeterson,2017-12-18 07:46:05.163,dszemer,2018-12-06 11:24:17.330
1981,2017-12-16 00:00:00.000,1,FL,Duval,Jacksonville,San Pablo River (ICW),30.353180,-81.444660,N,C,B,NaCs,,NaOt,Found beached on a mud bank.,,0,,FWCNE,JAX,mpersky,FWC-NEFL and Jacksonville ZOo and Gardens staff responded for rescue.,,,150,N,2017-12-16 00:00:00.000,195,N,2017-12-16 00:00:00.000,,JAX,dbear,2017-12-18 15:43:00.413,dszemer,2018-11-29 13:40:57.560
1982,2017-12-20 00:00:00.000,1,SC,Charleston,North Charleston,Cooper River,32.533472,-79.580010,U,S,A,NaNS,,,,Port St. John boat ramp,0,,,JAX,lcroft,"SWF,NOAA,SCDNR,USFW,FWC,JAX ZOO, MRP Partners",,,377,N,2017-12-20 00:00:00.000,258,N,2017-12-20 00:00:00.000,"Rescued, taken to Jacksonville overnight and released in Brevard County on the next day, December 21st.",SWF,jpeterson,2017-12-26 12:49:18.437,dszemer,2017-12-27 12:32:13.653
1982,2019-11-26 00:00:00.000,1,GA,Glynn,St. Simons,Blackbanks River,31.192866,-81.368110,U,C,B,TrOt,entrapment in golf course pond,NaCs,,,0,,SWF,SWF,creid,"swf, usfws, ne fwc, ga dnr, clearwater",,,404,N,2019-11-26 00:00:00.000,249,N,2019-11-26 00:00:00.000,,SWF,lbraso,2019-11-28 06:57:37.620,dszemer,2020-04-14 14:42:49.340
1983,2017-12-20 00:00:00.000,1,SC,Charleston,North Charleston,Cooper River,32.533472,-79.580010,M,S,A,NaNS,,,,Port St. John boat ramp,0,,,JAX,lcroft,"SWF,NOAA,SCDNR,FWC,USFW,JAX ZOO,MRP partners",,,386,N,2017-12-20 00:00:00.000,274,N,2017-12-20 00:00:00.000,"Rescued in South Carolina, overnight at Jacksonville Zoo & Gardens, and released in Brevard Co, Florida on December 21st.",SWF,jpeterson,2017-12-26 12:54:11.637,dszemer,2017-12-27 12:33:43.577
1984,2017-12-31 00:00:00.000,1,FL,Citrus,Crystal River,"Kings Bay, Jurassic Spring",28.896110,-82.590320,U,G,B,BoPr,,,,,0,,MMPL,SWF,lcroft,"FWC,SWF",,,145,N,2017-12-31 00:00:00.000,200,N,2017-12-31 00:00:00.000,,SWF,jpeterson,2018-01-03 12:14:58.797,dszemer,2018-12-04 11:11:54.237
1985,2018-01-02 00:00:00.000,1,FL,Levy,Gulf Hammock,Wacassassa River,29.215060,-82.762630,M,G,B,NaCs,,,,,0,,MMPL,SWF,lcroft,"FWC,SWF",,,159,N,2018-01-02 00:00:00.000,195,N,2018-01-02 00:00:00.000,,SWF,jpeterson,2018-01-09 14:00:30.137,dszemer,2019-03-26 14:41:55.570
1986,2018-01-07 00:00:00.000,1,FL,Brevard,Port St. John,Indian River,28.468210,-80.764370,N,C,B,TrPo,,,,,1,,FWCIR,MMPL,,FPL Cape Canaveral Energy Center staff,,,49,N,2018-01-07 00:00:00.000,140,N,2018-01-07 00:00:00.000,Manatee was found with power plant rake in intake well #4. Manatee was removed from rake and placed in a kiddie pool. SWF staff was responding but by the time they arrived the manatee had passed.,FWCIR,bgreer,2018-01-12 06:52:36.063,ngordon,2020-05-13 14:31:17.640
1987,2018-01-11 00:00:00.000,1,FL,Sarasota,Venice,Hatchett Creek,27.106880,-82.442510,M,S,B,NaCs,,,,,0,,MOTE,SWF,lcroft,"FWC,SWF,Moat",,,195,N,2018-01-11 00:00:00.000,206,N,2018-01-11 00:00:00.000,,SWF,jpeterson,2018-01-16 06:45:05.810,dszemer,2019-04-15 10:29:46.757
1988,2018-01-11 00:00:00.000,1,FL,St. Lucie,Fort Pierce,Indian River,27.466890,-80.328900,M,C,B,BoUn,,,,,0,,FWCT,MSQ,mrodriguez,,,,408,Y,2018-01-11 00:00:00.000,305,N,2018-01-11 00:00:00.000,,MSQ,jlinvill,2018-01-20 11:17:09.477,dszemer,2019-04-15 10:50:20.393
1988,2019-11-29 00:00:00.000,1,FL,Palm Beach,Riviera Beach,Lake Worth Lagoon,26.766621,-80.052387,M,G,B,BoBo,,,,,0,,FWCT,MSQ,mrodriguez,,,,675,N,2019-11-29 00:00:00.000,313,N,2019-11-29 00:00:00.000,,MSQ,jheyde,2019-12-05 12:56:26.243,D,2019-12-05 12:56:26.243
1989,2018-01-08 00:00:00.000,1,FL,Lee,Punta Rassa,Caloosahatchee River,26.518690,-81.996880,M,G,B,Enta,entangled in lines to a floating Christmas tree display,,,,0,,MOTE,SWF,lcroft,"FWC,Moat,SWF",,,321,N,2018-01-08 00:00:00.000,243,N,2018-01-08 00:00:00.000,,SWF,jpeterson,2018-01-24 06:50:35.800,dszemer,2019-04-15 12:35:18.620
1990,2018-01-26 00:00:00.000,1,FL,Broward,Fort Lauderdale,Port Everglades,26.080210,-80.119760,M,C,B,BoIm,,NaDp,,,0,,FWCT,MSQ,mrodriguez,,,,91,Y,2018-01-26 00:00:00.000,174,N,2018-01-26 00:00:00.000,,MSQ,jlinvill,2018-01-27 14:28:01.147,dszemer,2019-04-15 11:35:18.803
1991,2018-01-29 00:00:00.000,1,FL,Lee,Bonita springs,Fish Trap Bay,26.342400,-81.843610,M,C,B,BoIm,,,,,0,,FWCSW,SWF,lcroft,"FWC,SWF",,,190,N,2018-01-29 00:00:00.000,215,N,2018-01-29 00:00:00.000,This animal was unresponsive upon arrival to rehabilitation he would take a breath once ever eight minutes and could not support himself in the water ,SWF,jpeterson,2018-01-31 03:53:44.593,dszemer,2019-04-22 15:37:12.440
1992,2018-01-29 00:00:00.000,1,FL,Collier,Port of the Islands,Faka Union Canal,25.948490,-81.510989,M,C,B,NaUn,,,,,1,,MSQ,MSQ,mrodriguez,,,,145,N,2018-01-31 00:00:00.000,193,N,2018-01-29 00:00:00.000,,MSQ,jlinvill,2018-01-31 14:47:39.570,dszemer,2019-04-15 12:58:43.603
1993,2018-01-30 00:00:00.000,1,FL,Lee,Fort Myers,Orange River,26.689050,-81.796640,M,C,B,BoIm,,,,,0,,FWCSW,SWF,lcroft,"FWC,SWF,CMA",,,277,N,2018-01-30 00:00:00.000,240,N,2018-01-30 00:00:00.000,,SWF,jpeterson,2018-02-01 06:58:29.990,dszemer,2019-04-22 15:49:33.850
1994,2018-01-29 00:00:00.000,1,FL,Collier,Port of the Islands,Faka Union Canal,25.952750,-81.513270,U,C,B,Unk ,"pneumothorax, buoyant from undetermined cause",,,,0,,MSQ,MSQ,mrodriguez,,,,363,Y,2018-01-29 00:00:00.000,279,N,2018-01-29 00:00:00.000,,MSQ,jlinvill,2018-02-01 08:21:45.993,dszemer,2019-04-22 15:38:43.110
1995,2018-02-06 00:00:00.000,1,FL,Collier,Port of the Islands,Faka Union Canal,25.957160,-81.506790,U,C,B,NaRe,"emaciated, listing, & exhibiting neurological issues (red tide in area & open, healing wound at base of skull); responded well to red tide treatment.",,,,0,,FWCSW,SWF,lcroft,"SWF,FWC",,,343,N,2018-02-06 00:00:00.000,292,N,2018-02-06 00:00:00.000,,SWF,jpeterson,2018-02-07 08:42:52.047,ngordon,2021-11-24 11:25:47.327
1996,2018-02-06 00:00:00.000,1,FL,Citrus,Kings Bay,Crystal River,28.534472,-82.352622,M,G,B,NaDp,,NaCs,,,0,,CHASS,SWF,lcroft,"FWC,USFW,SWF",,,61,N,2018-02-06 00:00:00.000,136,Y,2018-02-06 00:00:00.000,,SWF,jpeterson,2018-02-11 03:49:16.327,dszemer,2019-04-22 15:52:18.737
1996,2021-12-03 00:00:00.000,1,FL,Citrus,Crystal River,King Spring,28.881928,-82.595992,M,C,B,Huma,MRP manatee in poor body condition with resolving entanglement and watercraft wounds. ,,,,0,,SWF,SWF,sdirocco,"FWC MMPL,SWF, CMARI, USFWS",,,195,N,2021-12-03 00:00:00.000,227,N,2021-12-03 00:00:00.000,,SWF,lbraso,2021-12-06 07:44:36.407,ngordon,2023-03-20 18:08:00.463
1997,2018-02-08 00:00:00.000,1,FL,Citrus,King Springs,Crystal River,28.888340,-82.590670,N,G,B,Calf,slight indications of cold stress around nares,,,,0,,CHASS,SWF,lcroft,"FWS, FWC, USFWS, UF",,,67,N,2018-02-08 00:00:00.000,144,N,2018-02-09 00:00:00.000,,SWF,jpeterson,2018-02-11 03:53:37.037,dszemer,2019-04-29 10:59:01.273
1997,2020-12-18 00:00:00.000,1,FL,Dixie,Old Town,Suwannee River,29.359306,-83.069411,U,C,B,NaCs,,BoPr,,,0,,MMPL,SWF,creid,,,,256,N,2020-12-18 00:00:00.000,232,N,2020-12-18 00:00:00.000,,SWF,lbraso,2020-12-21 12:44:50.140,D,2020-12-21 12:44:50.140
1998,2018-02-08 00:00:00.000,1,FL,Citrus,Kings Bay,Crystal River,28.888360,-82.590660,N,C,B,BoUn,chronic,,,,0,,CHASS,SWF,lcroft,"SWF,FWC,USFW,UF",,,329,N,2018-02-09 00:00:00.000,273,N,2018-02-08 00:00:00.000,,SWF,jpeterson,2018-02-11 03:56:38.293,dszemer,2019-04-29 11:00:59.117
1999,2018-02-08 00:00:00.000,1,FL,Martin,Indiantown,St. Lucie Canal,27.028760,-80.413370,Y,C,B,BoPr,,,,,0,,FWCT,MSQ,mrodriguez,,,,136,Y,2018-02-08 00:00:00.000,222,N,2018-02-08 00:00:00.000,,MSQ,jlinvill,2018-02-15 06:19:58.313,dszemer,2019-04-29 10:29:03.753
2000,2018-02-15 00:00:00.000,1,FL,Palm Beach,Jupiter,Lake Worth Creek,26.930700,-80.082120,M,C,B,BoIm,,,,,0,,FWCT,MSQ,mrodriguez,,,,272,Y,2018-02-15 00:00:00.000,249,N,2018-02-15 00:00:00.000,,MSQ,jlinvill,2018-02-16 14:41:15.347,dszemer,2019-04-29 11:33:09.960
2001,2018-02-15 00:00:00.000,1,FL,Citrus,Crystal River,Kings Bay,28.885790,-82.595350,M,G,B,NaDp,"1 of 2 closely bonded, calves (genetics confirmed they were not twins)",,,,0,,MMPL,SWF,lcroft,"FWC,SWF",,,74,N,2018-02-15 00:00:00.000,164,N,2018-02-15 00:00:00.000,,SWF,jpeterson,2018-02-21 14:26:17.630,dszemer,2019-04-29 11:26:16.590
2002,2018-02-15 00:00:00.000,1,FL,Citrus,Crystal River,Kings Bay,28.885780,-82.595360,M,G,B,NaDp,"1 of 2 closely bonded, calves (genetics confirmed they were not twins)",,,,0,,MMPL,SWF,lcroft,"FWC,SWF",,,90,N,2018-02-15 00:00:00.000,161,N,2018-02-15 00:00:00.000,,SWF,jpeterson,2018-02-21 14:29:06.900,dszemer,2019-04-29 11:27:06.060
2002,2020-01-13 00:00:00.000,1,FL,Citrus,Crystal River,Crystal Bay,28.959685,-82.720165,M,S,A,Othe,"Monitored by Clearwater Marine Aquarium Research Institute (CMRI) for two weeks using the discharge canal, and observed with open lesions.",,,"Three Sisters Springs, Crystal River, Citrus County",0,Yes,,,dmurphy,"FWC MMPL, Clearwater Marine Research Institute, The Bishop Museum, US Fish and Wildlife Service.",,,268,N,2020-01-13 00:00:00.000,245,N,2020-01-13 00:00:00.000,"MRP (Manatee Rescue and Rehabilitation Partnership) monitored (GPS) naïve manatee, released into Three Sisters Spring, that immediately left and traveled to the Crystal River power plant discharge canal.  Monitored by Clearwater Marine Aquarium Research Institute (CMRI) for two weeks using the discharge canal, and observed with open lesions.",MMPL,bbarbeau,2020-04-14 16:10:04.817,D,2020-04-14 16:10:04.817
2002,2024-02-15 00:00:00.000,1,FL,Citrus,Crystal River,Kings Bay,28.895995,-82.589714,M,C,B,NaOt,"thin crunched up,",,,,0,,MMPL,SWF,LStaggs,"mmpl,fwri, usfws",,,266,N,2024-02-15 00:00:00.000,258,N,2024-02-15 00:00:00.000,,SWF,lbraso,2024-02-18 08:07:39.553,D,2024-02-18 08:07:39.507
2003,2018-02-26 00:00:00.000,1,FL,Volusia,New Smyrna Beach,Alantic Ocean,28.961520,-80.846220,Y,C,B,NaTi,,NaEm,,,0,,FWCIR,SWF,lcroft,"FWC,SWF",,,120,N,2018-02-26 00:00:00.000,196,N,2018-02-26 00:00:00.000,,SWF,jpeterson,2018-03-01 11:31:37.257,dszemer,2019-04-29 12:10:07.340
2003,2018-12-10 00:00:00.000,1,FL,Volusia,Port Orange,Spruce Creek,29.093161,-81.017385,U,S,B,NaNS,,,,,0,,FWCIR,SWF,sdirocco,"FWC,S2S,SWF",,,236,N,2018-12-10 00:00:00.000,213,N,2018-12-10 00:00:00.000,,SWF,jpeterson,2018-12-13 15:19:38.683,D,2018-12-13 15:19:38.683
2004,2018-03-01 00:00:00.000,1,FL,Charlotte,Punta Gorda,Charlotte Harbor,26.788570,-82.061340,U,C,B,BoBo,,,,,0,,FWCSW,SWF,lcroft,"FWC,CMA.SWF",,,522,N,2018-03-01 00:00:00.000,317,N,2018-03-01 00:00:00.000,,SWF,jpeterson,2018-03-05 11:40:25.207,dszemer,2019-04-30 11:59:46.910
2005,2017-05-03 00:00:00.000,1,FL,Manatee,Bradenton,Palma Sola Bay,27.486310,-82.642560,M,S,A,Enta,,,,,0,,,,,FWRI PhotoID,,,,,,250,Y,2017-05-03 00:00:00.000,Manatee entangled in line attached to a dock. PhotoID personnel tugged on line and frayed end broke free and manatee swam away.,MMPL,dszemer,2018-03-08 13:07:48.517,D,2018-03-08 13:07:48.517
2006,2018-03-06 00:00:00.000,1,FL,Martin,Stuart,Willoughby Creek,27.171920,-80.204610,M,C,B,NaDp,,,,,0,,FWCT,MSQ,mrodriguez,,,,64,N,2018-03-06 00:00:00.000,153,N,2018-03-06 00:00:00.000,,MSQ,jlinvill,2018-03-10 15:30:06.440,dszemer,2019-05-22 12:26:55.910
2007,2018-03-08 00:00:00.000,1,FL,Lee,Fort Myers,Orange River,26.691220,-81.778970,M,G,B,BoIm,,,,,0,,MMPL,SWF,lcroft,"FWC,SWF",,,422,N,2018-03-08 00:00:00.000,305,N,2018-03-08 00:00:00.000,,SWF,jpeterson,2018-03-15 07:54:54.660,dszemer,2019-05-10 13:32:32.600
2008,2017-09-10 00:00:00.000,1,FL,Manatee,Sarasota,Sarasota Bay,27.407180,-82.575580,M,S,A,NaTi,,,,deeper water,0,,,,,"Citizens, Manatee County Sheriff's Office",,,,,,275,Y,2017-09-10 00:00:00.000,Storm conditions from Hurricane Irma caused extreme tides resulting in 2 - 4 manatees becoming tidally stranded.  One of two assisted by citizens.,MMPL,dszemer,2018-03-16 13:33:56.533,D,2018-03-16 13:33:56.533
2009,2017-09-10 00:00:00.000,1,FL,Manatee,Sarasota,Sarasota Bay,27.407190,-82.575590,M,S,A,NaTi,,,,deeper water,0,,,,,"Citizens, Manatee County Sheriff's Office",,,,,,215,Y,2017-09-10 00:00:00.000,"Storm conditions from Hurricane Irma caused extreme tides resulting in 2 - 4 manatees becoming tidally stranded. One of two assisted by citizens.
",MMPL,dszemer,2018-03-16 13:37:18.807,D,2018-03-16 13:37:18.807
2010,2018-03-18 00:00:00.000,1,FL,St. Johns,Vilano,Atlantic Ocean,29.928720,-81.295370,M,G,B,NaCs,,,,,0,,FWCNE,JAX,mpersky,"FWC, FWC right whale team, St Johns County Sheriffs office",,,384,N,2018-03-18 00:00:00.000,279,N,2018-03-18 00:00:00.000,Animal was cold stressed and transported to the Jacksonville Zoo.,JAX,dbear,2018-03-20 09:13:18.333,dszemer,2019-05-22 13:07:45.140
2011,2018-03-23 00:00:00.000,1,FL,Citrus,Homosassa,Homosassa River,28.798940,-82.590620,U,G,B,BoIm,,,,,0,,FWCSW,SWF,lcroft,"FWC, SWF",,,372,N,2018-03-23 00:00:00.000,275,N,2018-03-23 00:00:00.000,,SWF,jpeterson,2018-03-27 08:24:14.157,dszemer,2019-05-24 10:34:24.000
2012,2018-03-23 00:00:00.000,1,FL,Citrus,Homosassa,Homosassa river,28.798600,-82.590890,M,S,B,Calf,,,,,0,,FWCSW,SWF,lcroft,"FWC, SWF",,,125,N,2018-03-23 00:00:00.000,176,N,2018-03-23 00:00:00.000,,SWF,jpeterson,2018-03-27 08:27:52.783,dszemer,2019-05-24 10:27:56.540
2013,2018-03-22 00:00:00.000,1,FL,Volusia,Orange City,St. Johns River\ Blue Springs,28.943450,-81.340930,U,C,B,BoUn,,,,,0,,FWCIR,SWF,lcroft,"FWC, SMC, SWF",,,497,N,2018-03-22 00:00:00.000,299,N,2018-03-22 00:00:00.000,,SWF,jpeterson,2018-03-27 08:32:49.970,dszemer,2019-05-24 09:55:14.637
2014,2018-03-22 00:00:00.000,1,FL,Volusia,Orange City,St. Johns River\ Blue Springs,28.943450,-81.340930,Y,S,B,Calf,,,,,0,,FWCIR,SWF,lcroft,"FWC, SMC, SWF",,,240,N,2018-03-22 00:00:00.000,212,N,2018-03-22 00:00:00.000,,SWF,jpeterson,2018-03-27 08:38:04.497,dszemer,2019-05-24 09:58:05.437
2016,2018-03-18 00:00:00.000,1,FL,St. Johns,St. Augustine,Manatanzas River,29.689760,-81.226160,M,G,B,NaCs,beached with mother,,,,0,,FWCNE,SWF,lcroft,"FWC, SWF, JaxZoo, GA Aquarium",,,75,N,2018-03-18 00:00:00.000,158,N,2018-03-18 00:00:00.000,,SWF,jpeterson,2018-03-27 08:50:38.900,dszemer,2019-05-22 13:31:21.970
2017,2018-03-18 00:00:00.000,1,FL,St. Johns,St. Augustine,Manatanzas River,29.689760,-81.226160,U,G,B,NaCs,rescued off the beach,,,,0,,FWCNE,SWF,lcroft,"FWC,SWF, JaxZoo, GA Aquarium",,,302,N,2018-03-18 00:00:00.000,268,N,2018-03-18 00:00:00.000,,SWF,jpeterson,2018-03-27 09:00:49.983,dszemer,2019-05-22 13:21:21.940
2018,2018-03-22 00:00:00.000,1,FL,Duval,Jacksonville,Miller Creek off of SJR,30.307760,-81.628680,M,G,B,NaCs,,NaTi,,,0,,FWCNE,JAX,mpersky,"FWC, Jacksonville Zoo and Gardens, Sea to Shore Alliance, Jacksonville Fire Department",,,524,N,2018-03-22 00:00:00.000,305,N,2018-03-22 00:00:00.000,RNE1805 arrived at the zoo at 9:01 pm,JAX,dbear,2018-03-27 09:29:42.800,dszemer,2019-05-24 08:45:41.803
2020,2018-04-04 00:00:00.000,1,FL,Martin,Stuart,Great Pocket,27.163830,-80.180630,M,C,B,NaDp,,,,,0,,FWCT,MSQ,mrodriguez,,,,14,N,2018-04-04 00:00:00.000,90,N,2018-04-04 00:00:00.000,,MSQ,jlinvill,2018-04-08 09:39:57.200,dszemer,2019-10-08 10:47:36.167
2021,2018-04-05 00:00:00.000,1,FL,Charlotte,Punta Gorda,Charlotte Harbor,26.786040,-82.041250,M,C,B,NaRe,"beached, emaciated",NaOt,predation and parasitic enteritis,,0,,FWCSW,SWF,lcroft,"FWC,SWF,CMA",,,118,N,2018-04-05 00:00:00.000,202,N,2018-04-05 00:00:00.000,,SWF,jpeterson,2018-04-09 04:24:44.507,dszemer,2019-10-08 11:22:10.200
2022,2018-04-05 00:00:00.000,1,FL,Lee,Captiva,Blind Pass,26.489510,-82.178090,M,C,B,NaRe,,,,,0,,FWCSW,SWF,lcroft,"FWC,SWF,CMA",,,161,N,2018-04-05 00:00:00.000,229,N,2018-04-05 00:00:00.000,,SWF,jpeterson,2018-04-09 04:28:37.120,dszemer,2019-10-08 11:01:29.173
2023,2018-04-06 00:00:00.000,1,FL,Collier,Naples,Tarpon Bay,25.978310,-81.729390,M,C,B,NaRe,,,,,0,,FWCSW,SWF,lcroft,"FWC, SWF",,,156,N,2018-04-06 00:00:00.000,210,N,2018-04-06 00:00:00.000,This animal was brought in due to signs of red tide exposure.,SWF,jpeterson,2018-04-10 06:04:29.180,dszemer,2019-10-08 11:23:09.173
2024,2018-04-09 00:00:00.000,1,FL,Lee,North Fort Myers,Caloosahatchee River,26.699110,-81.830620,U,C,B,BoBo,,,,,0,,FWCSW,SWF,lcroft,"FWC, CMA, SWF",,,363,N,2018-04-09 00:00:00.000,287,N,2018-04-09 00:00:00.000,,SWF,jpeterson,2018-04-11 04:36:52.730,dszemer,2019-10-08 12:05:56.170
2025,2018-04-09 00:00:00.000,1,FL,Lee,North Fort Myers,Caloosahatchee River,26.699120,-81.830610,N,S,B,Calf,,,,,0,,FWCSW,SWF,lcroft,"FWC, CMA, SWF",,,122,N,2018-04-09 00:00:00.000,183,N,2018-04-09 00:00:00.000,,SWF,jpeterson,2018-04-11 04:39:55.900,dszemer,2019-10-08 12:12:37.957
2026,2017-09-23 00:00:00.000,1,FL,St. Lucie,Ft. Pierce,Indian River,27.478720,-80.312900,U,U,A,NaTi,,,,,0,,,,,FWC SE,,,,,,306,N,2017-09-23 00:00:00.000,"Manatee in a mating herd of 17 animals. The focal female stranded onshore to rest. People nearby would not leave the manatee alone. To avoid further stress to the female, SWFL staff responded to the scene, educated the public, and took the opportunity to PIT tag the female. Manatee left on site and was gone the next day.",FWCT,dszemer,2018-04-19 13:10:58.783,D,2018-04-19 13:10:58.783
2027,2018-04-16 00:00:00.000,1,FL,Manatee,Palmetto,Manatee River,27.511670,-82.575210,M,C,B,BoIm,,,,,0,,MMPL,SWF,lcroft,"FWC,SWF",,,459,N,2018-04-16 00:00:00.000,292,N,2018-04-16 00:00:00.000,,SWF,jpeterson,2018-04-23 08:56:14.123,dszemer,2019-10-08 12:39:43.240
2028,2018-04-20 00:00:00.000,1,FL,Brevard,Titusville,Indian River,28.492550,-80.775490,U,S,A,Enta,,,,FPL-CCEC Boat Ramp,0,,,,lcroft,SWF and FWC-ECFL,,A,815,Y,2018-04-20 00:00:00.000,329,N,2018-04-20 00:00:00.000,,SWF,bgreer,2018-04-24 08:00:33.363,dszemer,2019-10-08 12:58:15.697
2029,2018-04-25 00:00:00.000,1,FL,Volusia,Edgewater,Indian River North,28.932360,-80.855220,M,S,A,Enta,,,,,0,,,,,FWC-ECFL,,A,115,Y,2018-04-25 00:00:00.000,180,Y,2018-04-25 00:00:00.000,Manatee had line from a commercial crab trap wrapped twice around right pectoral flipper. Line was cut and no injuries or abrasions were seen so manatee was released on site with its mother.,FWCIR,bgreer,2018-05-03 14:48:53.170,dszemer,2019-10-08 12:59:20.110
2030,2018-01-02 00:00:00.000,1,FL,Broward,St. George,Nort Fork New River,26.135880,-80.194500,M,U,A,TrGa,,,,,0,,,,,,S-33,,,,,335,Y,2018-01-02 00:00:00.000,,FWCT,ahowell,2018-05-15 09:30:27.313,dszemer,2019-03-26 13:26:49.350
2031,2018-01-02 00:00:00.000,1,FL,Broward,St. George,North Fork New River,26.135890,-80.194510,M,S,A,TrGa,,,,,0,,,,,,S-33,,,,,170,Y,2018-01-02 00:00:00.000,,FWCT,ahowell,2018-05-15 09:32:36.893,dszemer,2019-03-26 13:46:18.080
