"MLog","RelDate","RelSite","State","County","City","Waterway","BottomFeed","NatVeg","VegType","MonthsVeg","DisplayType","RelType","MonthsExpWater","Tracker","PartOrg","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
3373,2021-02-16 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,,,,,,,,Clearwater Marine Aquarium Research Institute,"Jacksonville Zoo, FWCNEFL, CMARI, USFWS, Blue Spring State Park, Volusia County Marine Mammal Stranding Team, SMC",yjafarey,266,N,2021-02-16 00:00:00.000,241,N,2021-02-16 00:00:00.000,Released at Blue Spring instead of CCEC,JAX,cmiller,2021-02-19 14:11:09.307,D,2021-02-19 14:11:09.307
3374,2023-02-17 00:00:00.000,TECO Manatee Viewing Center,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,"hyacinth, sea grass, hydrilla",>12,F,B,,,"Mote Marine, ZooTampa, CMA, CMARI, FWC-Path Lab, FWC SWFS",dmurphy,324,N,2023-02-17 00:00:00.000,245,N,2023-02-17 00:00:00.000,released with manatee Iclyn,SFM,vedmonds,2023-05-22 19:58:10.053,D,2023-05-22 19:58:10.053
3376,2024-02-07 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,,,,F,F,>12,,,creid,381,N,2024-02-07 00:00:00.000,259,N,2024-02-07 00:00:00.000,,SWF,lbraso,2024-02-07 13:01:12.353,D,2024-02-07 13:01:12.353
3377,2023-02-17 00:00:00.000,TECO Manatee Viewing Center,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,"hyacinth, sea grass, hydrilla",>12,F,B,,,"Mote Marine, FWC Path Lab, FWC SWFS, CMA, CMARI, Zoo Tampa",dmurphy,290,N,2023-02-17 00:00:00.000,234,N,2023-02-17 00:00:00.000,released with manatee Janus,SFM,vedmonds,2023-05-22 20:26:32.070,D,2023-05-22 20:26:32.070
3378,2021-08-18 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River ,Three Sisters Spring ,,,,,,,,,,lsmith,347,N,2021-07-09 00:00:00.000,247,N,2021-07-09 00:00:00.000,,LPZ,mlippincot,2021-08-22 13:35:54.097,D,2021-08-22 13:35:54.097
4377,2021-02-16 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,1,1,,"01",F,F,"01",Clearwater Marine Aquarium Research Institute,"Jacksonville Zoo, FWCNEFL, CMARI, USFWS, Blue Spring State Park, Volusia County Marine Mammal Stranding Team, SMC",yjafarey,404,N,2021-02-16 00:00:00.000,272,N,2021-02-16 00:00:00.000,,JAX,cmiller,2021-02-19 14:14:17.810,ngordon,2021-11-05 18:50:51.180
4378,2022-01-12 00:00:00.000,Manatee Viewing Center ,FL,Hillsborough,Apollo Beach ,Teco Power Plant Discharge Canal ,,,,,,,,,,mnau,311,N,2022-01-05 00:00:00.000,249,N,2022-01-05 00:00:00.000,,LPZ,mlippincot,2022-01-13 10:37:42.740,D,2022-01-13 10:37:42.740
4379,2023-02-17 00:00:00.000,TECO Manatee Viewing Center,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,,>12,F,B,,,"FWC, Mote, CMA, CMARI, ZooTampa",dmurphy,290,N,2023-02-17 00:00:00.000,228,N,2023-02-17 00:00:00.000,,SFM,vedmonds,2023-05-11 16:18:32.590,D,2023-05-11 16:18:32.590
5378,2021-06-03 00:00:00.000,"Dale Wimbrow Park Boat Ramp, Airport Drive W",FL,Indian River,"Sebastian, FL 32598",Indian River Lagoon,,,,,,,,,,bnolan,497,N,2021-06-01 00:00:00.000,298,N,2021-06-01 00:00:00.000,,LVS,lmcduffie,2021-06-03 16:21:30.383,D,2021-06-03 16:21:30.383
5381,2023-02-13 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,,,,F,F,>12,,,LStaggs,404,N,2023-02-13 00:00:00.000,254,N,2023-02-13 00:00:00.000,,SWF,lbraso,2023-02-14 13:18:42.210,D,2023-02-14 13:18:42.210
5382,2021-02-17 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,,,,,,,,Pit tags,FWC Tequesta field station,mrodriguez,379,N,2021-02-17 00:00:00.000,262,N,2021-02-17 00:00:00.000,,MSQ,jheyde,2021-02-21 14:17:42.963,D,2021-02-21 14:17:42.963
5383,2022-01-18 00:00:00.000,Manatee Lagoon,FL,Palm Beach,Riviera Beach,Lake Worth Lagoon,1,1,Variety of turtle grass and shoal grass,"03",B,B,"12",Pit tags and Satellite tracking belt,"FWC Tequesta field station
CMARI",sloos,340,Y,2022-01-18 00:00:00.000,234,N,2022-01-18 00:00:00.000,Lemur was fitted with a satellite tracking belt by CMARI,MSQ,jheyde,2022-01-20 14:02:07.400,D,2022-01-20 14:02:07.400
5384,2022-08-17 00:00:00.000,D & D Marina ,FL,Lee,Matlacha,Matlacha Pass ,,,,,,,,,,mnau,320,N,2022-08-03 00:00:00.000,246,N,2022-08-03 00:00:00.000,,LPZ,mlippincot,2022-08-17 10:21:53.523,D,2022-08-17 10:21:53.523
5385,2021-03-15 00:00:00.000,French Ave boat ramp,FL,Volusia,Orange City,St. Johns River,,,,,,,,,"SWF, ECFWC,SMC,VOLUSIA COUNTY",sdirocco,606,N,2021-03-15 00:00:00.000,305,N,2021-03-15 00:00:00.000,,SWF,lbraso,2021-03-15 11:20:03.157,D,2021-03-15 11:20:03.157
5391,2022-01-27 00:00:00.000,Riviera Beach PPL Plant,FL,Palm Beach,Riviera Beach,Lake Worth Lagoon (intercoastal waterway),,,,,,,,,,enolan,316,N,2022-01-24 00:00:00.000,244,N,2022-01-24 00:00:00.000,,LVS,lmcduffie,2022-01-28 07:26:02.190,D,2022-01-28 07:26:02.190
5392,2023-01-10 00:00:00.000,TECO Discharge Canal,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,,,,,,,,,,mnau,415,N,2022-12-20 00:00:00.000,266,N,2022-12-20 00:00:00.000,,LPZ,mlippincot,2023-01-10 15:50:09.653,D,2023-01-10 15:50:09.653
5393,2022-02-01 00:00:00.000,Tampa Bay TECO,FL,Hillsborough,Apollo Beach,Tampa Bay,,,,,,,,,,enolan,298,N,2022-01-24 00:00:00.000,243,N,2022-01-24 00:00:00.000,,LVS,lmcduffie,2022-02-01 12:19:59.363,D,2022-02-01 12:19:59.363
5394,2021-04-27 00:00:00.000, 250 Sportsman Drive,FL,Putnam,Welaka,St. John's River,,,,,,,,,,enolan,473,N,2021-04-22 00:00:00.000,284,N,2021-04-22 00:00:00.000,,LVS,lmcduffie,2021-05-29 10:31:12.620,D,2021-05-29 10:31:12.620
5395,2022-01-04 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,,,,,,,,,"SWF, cmari,smc, sefwc",DLinderman,409,N,2022-01-04 00:00:00.000,240,N,2022-01-04 00:00:00.000,,SWF,lbraso,2022-01-10 10:04:16.627,D,2022-01-10 10:04:16.627
6394,2021-05-12 00:00:00.000,Demere Key ,FL,Lee,Cape Coral,Pine Island Sound ,,,,,,,,,"FWC
CMA",lsmith,501,N,2021-04-09 00:00:00.000,301,N,2021-04-09 00:00:00.000,,LPZ,mlippincot,2021-05-17 05:38:51.693,D,2021-05-17 05:38:51.693
6397,2021-05-12 00:00:00.000,BSSP,FL,Volusia,Orange City,St. John's River,,,,,,,,,"ecfwc,swf,smc,volusia county",sdirocco,522,N,2021-05-12 00:00:00.000,322,N,2021-05-12 00:00:00.000,Dr. Lydia Staggs was attending vet,SWF,lbraso,2021-05-12 10:54:12.587,D,2021-05-12 10:54:12.587
6398,2021-05-11 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,,,,,,,,Pit tags,"FWC, Harbor Branch, Palm beach police, SeaWorld, CMARI",mrodriguez,568,N,2021-05-11 00:00:00.000,306,N,2021-05-11 00:00:00.000,,MSQ,jheyde,2021-05-12 10:26:25.090,D,2021-05-12 10:26:25.090
6399,2021-05-11 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,,,,,,,,Pit tags,"FWC, SeaWorld, CMARI, Harbor Branch",mrodriguez,186,N,2021-05-11 00:00:00.000,192,N,2021-05-11 00:00:00.000,Released with Froggy (mother),MSQ,jheyde,2021-05-12 10:30:38.763,D,2021-05-12 10:30:38.763
6400,2022-02-10 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,PEEC,1,1,Variety of turtle grass and shoal grass,"04",B,B,"12",Pit tags and Satellite tracking belt,"Zoo Tampa
FWC Tequesta field station
CMARI",sloos,263,N,2022-02-03 00:00:00.000,218,N,2022-02-10 00:00:00.000,Belted by CMARI,MSQ,jheyde,2022-02-13 09:37:40.373,D,2022-02-13 09:37:40.373
6400,2024-01-31 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,,,,,,,,,,DLinderman,361,N,2024-01-31 00:00:00.000,249,N,2024-01-31 00:00:00.000,,SWF,lbraso,2024-02-07 13:14:01.370,D,2024-02-07 13:14:01.370
6401,2022-01-12 00:00:00.000,Morningside Park,FL,Miami/Dade,Miami,Biscayne Bay ,1,1,Variety of turtle grass and shoal grass,"02",B,B,"10",Pit tags,FWC Tequesta field station,sloos,362,Y,2022-01-12 00:00:00.000,241,N,2022-01-12 00:00:00.000,Our scale malfunctioned.  Weight was estimated from the crane operators weights.,MSQ,jheyde,2022-01-20 14:10:25.330,D,2022-01-20 14:10:25.330
6402,2022-01-25 00:00:00.000,TECO Power plant discharge canal ,FL,Hillsborough,Apollo Beach ,TECO Power plant discharge canal ,,,,,,,,,,mnau,279,N,2022-01-19 00:00:00.000,238,N,2022-01-19 00:00:00.000,,LPZ,mlippincot,2022-01-26 12:43:54.463,D,2022-01-26 12:43:54.463
6404,2021-10-25 00:00:00.000,Dale Wimbrow Park,FL,Indian River,Sebastian,Sebastian River,,,,,,,,,,sdirocco,363,N,2021-10-25 00:00:00.000,236,N,2021-10-25 00:00:00.000,,SWF,lbraso,2021-10-26 12:20:57.980,D,2021-10-26 12:20:57.980
6405,2021-10-07 00:00:00.000,Demere Key ,FL,Lee,St James City ,Pine Island Sound ,,,,,,,,,,mnau,435,N,2021-07-21 00:00:00.000,298,N,2021-10-07 00:00:00.000,,LPZ,mlippincot,2021-10-21 07:39:00.547,D,2021-10-21 07:39:00.547
6406,2023-02-13 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,1,1,"Coontail, Frogbit, Naiad, and Eel grass",>12,F,F,>12,CMARI,"Volusia County, SMC, FWS, FWC, CMARI, DEP, BSSP, and Jax Zoo",yjafarey,371,N,2023-02-13 00:00:00.000,249,N,2023-02-13 00:00:00.000,,JAX,cmiller,2023-02-14 13:08:22.540,D,2023-02-14 13:08:22.540
6407,2022-01-24 00:00:00.000,TECO Power plant discharge canal ,FL,Hillsborough,Apollo Beach ,TECO Power plant discharge canal ,,,,,,,,,,mnau,288,N,2022-01-18 00:00:00.000,234,N,2022-01-18 00:00:00.000,,LPZ,mlippincot,2022-01-26 12:35:06.893,D,2022-01-26 12:35:06.893
6408,2022-06-15 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River ,,,,,,,,,,mnau,689,N,2022-06-15 00:00:00.000,296,N,2022-06-15 00:00:00.000,,LPZ,mlippincot,2022-06-17 08:23:48.030,D,2022-06-17 08:23:48.030
6409,2021-07-14 00:00:00.000,BSSP french ave boat ramp,FL,Volusia,Orange City,St. John's River,,,,,,,,,"SWF, ECFWC, SMC, VOLUSIA COUNTY",sdirocco,547,N,2021-07-06 00:00:00.000,301,N,2021-07-14 00:00:00.000,Dr.Lydia Staggs is attending vet,SWF,lbraso,2021-07-14 11:55:56.440,D,2021-07-14 11:55:56.440
6410,2021-07-14 00:00:00.000,BSSP french ave boat ramp,FL,Volusia,Orange City,St. John's River,,,,,,,,,"SWF,ECFWC,SMC,VOLUSIA COUNTY",sdirocco,227,N,2021-07-06 00:00:00.000,197,N,2021-07-14 00:00:00.000,Dr. Lydia Staggs is attending vet,SWF,lbraso,2021-07-14 11:58:53.230,D,2021-07-14 11:58:53.230
6412,2021-07-20 00:00:00.000,Dale Wimbrow Park,FL,Indian River,Sebastian,Sebastian River,,,,,,,,,"ECFWC, SWF",sdirocco,681,N,2021-07-20 00:00:00.000,322,N,2021-07-20 00:00:00.000,UME animal,SWF,lbraso,2021-07-21 09:10:44.867,D,2021-07-21 09:10:44.867
6415,2023-02-13 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,Blue Spring Run,1,1,local sea grasses as well as freshwater vegetation,"04",B,F,,"Brand, Satellite tracking belt and Pit tags","CMARI, FWC, USFWS, DEP, Save the Manatee Club, Volusia County",sloos,376,N,2023-02-01 00:00:00.000,243,N,2023-02-01 00:00:00.000,"70+ manatees in the spring the morning of 2/13/23.  More entering throughout the day.
12 manatees released into the spring that day as well.",MSQ,jheyde,2023-02-14 08:53:35.670,D,2023-02-14 08:53:35.670
6417,2022-02-10 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,PEEC,1,1,Variety of turtle grass and shoal grass,"04",B,B,"11",Pit tags and Satellite tracking belt,"Zoo Tampa
FWC Tequesta field station
CMARI",sloos,269,N,2022-02-03 00:00:00.000,217,N,2022-02-10 00:00:00.000,Belted by CMARI,MSQ,jheyde,2022-02-13 09:46:40.130,D,2022-02-13 09:46:40.130
6418,2022-02-16 00:00:00.000,Manatee Bend Park,FL,Miami/Dade,Miami,Little River,1,1,Variety of turtle grass and shoal grass,"04",B,B,"11",Pit tags,FWC Tequesta field station,sloos,267,N,2022-02-16 00:00:00.000,238,N,2022-02-16 00:00:00.000,n/a,MSQ,jheyde,2022-03-08 10:52:15.133,D,2022-03-08 10:52:15.133
6419,2021-09-22 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,,,,,,,,Pit tags and Satellite tracking belt,"CMARI tagged this animal
FWC tequesta ",mrodriguez,544,N,2021-09-22 00:00:00.000,312,N,2021-09-22 00:00:00.000,Dr. Shelby Loos and Dr. DiRocco cleared this animal to be released.,MSQ,jheyde,2021-09-27 14:54:43.200,D,2021-09-27 14:54:43.200
6420,2023-01-24 00:00:00.000,Calusa Campground Resort & Marina,FL,Monroe,Key Largo,Calusa Campground canal,1,1,local sea grasses as well as fresh water grasses,"04",B,B,>12,Brand and Pit tags only,"MSQ, FWC- tequesta lab, DRC, IDC",sloos,326,N,2023-01-18 00:00:00.000,252,N,2023-01-18 00:00:00.000,,MSQ,jheyde,2023-01-24 10:11:10.810,D,2023-01-24 10:11:10.810
6422,2023-02-13 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,,,,F,F,"03",,,creid,286,N,2023-02-13 00:00:00.000,249,N,2023-02-13 00:00:00.000,,SWF,lbraso,2023-02-14 08:13:54.267,D,2023-02-14 08:13:54.267
6422,2024-11-04 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,,,,,,,,,"swf,ecfwc,smc,volusia county",creid,363,N,2024-11-04 00:00:00.000,244,N,2024-11-04 00:00:00.000,,SWF,lbraso,2024-11-04 11:15:49.497,D,2024-11-04 11:15:49.497
6423,2021-06-03 00:00:00.000,Dale Wimbrow Park,FL,Indian River,Sebastian,Sebastian River,,,,,,,,,"ecfwc,swf,usfws,livingseas",creid,372,N,2021-06-03 00:00:00.000,272,N,2021-06-03 00:00:00.000,,SWF,lbraso,2021-06-06 10:19:45.313,D,2021-06-06 10:19:45.313
6424,2021-11-30 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,1,1,"coontail, frogbit","07",F,F,"07",CMARI,"Jacksonville Zoo and Gardens, CMARI, BSSP, SMC",yjafarey,323,N,2021-11-30 00:00:00.000,233,N,2021-11-30 00:00:00.000,,JAX,cmiller,2021-11-30 17:22:08.000,ngordon,2021-12-09 07:13:05.143
7424,2021-06-10 00:00:00.000,Demere Key ,FL,Lee,St James City ,Pine Island Sound ,,,,,,,,,,lsmith,254,N,2021-05-26 00:00:00.000,235,N,2021-05-26 00:00:00.000,,LPZ,mlippincot,2021-06-13 15:23:15.577,D,2021-06-13 15:23:15.577
7426,2021-07-27 00:00:00.000,Horton Bay ,FL,Lee,Cape Coral ,Horton Bay ,,,,,,,,,,lsmith,236,N,2021-07-01 00:00:00.000,230,N,2021-07-01 00:00:00.000,Dr. Melissa Nau was vet. ,LPZ,mlippincot,2021-08-08 13:17:44.503,D,2021-08-08 13:17:44.503
7427,2021-09-22 00:00:00.000,Waterway Park,FL,Palm Beach,Jupiter,Loxahatchee River,,,,,,,,Pit tags and Satellite tracking belt,"USGS- tagged this animal
FWC tequesta",mrodriguez,587,N,2021-09-22 00:00:00.000,318,N,2021-09-22 00:00:00.000,Dr. Shelby Loos and Dr. DiRocco cleared this animal to be released,MSQ,jheyde,2021-09-27 15:04:57.493,D,2021-09-27 15:04:57.493
7428,2024-02-13 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,1,1,Hydrilla ,"06",F,F,"06",,,mnau,417,N,2024-01-25 00:00:00.000,257,N,2024-01-25 00:00:00.000,,LPZ,mlippincot,2024-02-19 12:44:48.643,D,2024-02-19 12:44:48.643
7431,2024-02-15 00:00:00.000,"3 Sisters spring",FL,Citrus,Crystal River,Crystal River,1,,,,F,F,>12,,,LStaggs,272,N,2024-02-15 00:00:00.000,242,N,2024-02-15 00:00:00.000,,SWF,lbraso,2024-02-18 07:57:51.010,D,2024-02-18 07:57:51.010
7432,2023-02-13 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,,,,F,F,>12,,,sdirocco,411,N,2023-02-13 00:00:00.000,261,N,2023-02-13 00:00:00.000,,SWF,lbraso,2023-02-14 13:20:48.523,D,2023-02-14 13:20:48.523
7433,2021-07-14 00:00:00.000,Frank Butler West Boat Ramp,FL,St. Johns,St. Augustine,Matanzas River,1,1,"coontail, hydrilla, naiad, lotus, pickerelweed","02",,,,Clearwater Marine Aquarium Research Institute,"Jax Zoo, CMARI, FWC-NEFL, FWC (Regional Director, Commissioner, and Poust family)",mpersky,274,N,2021-07-14 00:00:00.000,239,N,2021-06-24 00:00:00.000,,JAX,cmiller,2021-07-14 11:10:11.223,D,2021-07-14 11:10:11.223
7436,2021-10-19 00:00:00.000,Oak Harbor boat ramp,FL,Duval,Jacksonville,Hogpen Creek,,,,,,,,,"SWF,NEFWC,JAX ZOO, CMARI",sdirocco,520,N,2021-10-19 00:00:00.000,298,N,2021-10-19 00:00:00.000,Dr. Dana Lindemann was attending vet,SWF,lbraso,2021-10-24 09:22:47.167,D,2021-10-24 09:22:47.167
7437,2021-11-03 00:00:00.000,Shepard Park,FL,Martin,Stuart,St. Lucie River,,,,,,,,Pit tags,"Harbor Branch
FWC Tequesta field station",sloos,333,N,2021-11-03 00:00:00.000,254,N,2021-11-03 00:00:00.000,,MSQ,jheyde,2021-11-15 10:26:59.457,D,2021-11-15 10:26:59.457
7439,2024-02-15 00:00:00.000,"3 Sisters spring",FL,Citrus,Crystal River,Crystal River,1,,,,F,F,>12,,,DLinderman,295,N,2024-02-15 00:00:00.000,224,N,2024-02-07 00:00:00.000,,SWF,lbraso,2024-02-18 07:54:10.340,D,2024-02-18 07:54:10.340
7440,2021-10-26 00:00:00.000,Horton park,FL,Lee,Cape Coral,Caloosahatchee River ,,,,,,,,,,mnau,356,N,2021-10-26 00:00:00.000,273,N,2021-10-26 00:00:00.000,,LPZ,mlippincot,2021-11-01 08:06:07.950,D,2021-11-01 08:06:07.950
7441,2024-02-13 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,1,1,Hydrilla ,>12,F,F,"06",,,mnau,469,N,2024-01-24 00:00:00.000,266,N,2024-01-24 00:00:00.000,,LPZ,mlippincot,2024-02-19 12:54:21.313,D,2024-02-19 12:54:21.313
7443,2021-06-24 00:00:00.000,Tracker Boating Center,FL,Manatee,Bradenton,Sarasota Bay,,,,,,,,,"SWF, ZT,MMPL, Bishop, CMARI",sdirocco,704,N,2021-06-24 00:00:00.000,316,N,2021-06-24 00:00:00.000,Dr. Dana Lindemann is attending vet,SWF,lbraso,2021-06-27 06:48:19.563,D,2021-06-27 06:48:19.563
7447,2022-02-15 00:00:00.000,TECO Discharge Canal ,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,,,,,,,,,,mnau,370,N,2022-01-26 00:00:00.000,257,N,2022-01-26 00:00:00.000,,LPZ,mlippincot,2022-02-17 13:05:33.783,D,2022-02-17 13:05:33.783
7455,2022-04-07 00:00:00.000,Anchorage Park,FL,Palm Beach,Palm Beach,Earman River,,,,,,,,,"swf,sefwc,smc,cmari, palm beach county",sdirocco,809,N,2022-04-07 00:00:00.000,313,N,2022-04-07 00:00:00.000,,SWF,lbraso,2022-04-10 06:13:08.487,D,2022-04-10 06:13:08.487
7460,2023-02-10 00:00:00.000,TECO Discharge Canal ,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,,,,,,,,,,mnau,374,N,2023-01-27 00:00:00.000,245,N,2023-01-27 00:00:00.000,,LPZ,mlippincot,2023-02-13 12:26:34.267,D,2023-02-13 12:26:34.267
7463,2022-01-13 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,ICW,,,,,,,,CMARI,"SeaWorld, CMARI, FWCSE, FWCLE",yjafarey,787,N,2022-01-13 00:00:00.000,330,N,2022-01-06 00:00:00.000,,JAX,cmiller,2022-01-17 14:56:15.070,D,2022-01-17 14:56:15.070
7466,2021-12-01 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,ICW,1,1,"coontail, frogbit","03",F,B,,CMARI,"Jacksonville Zoo, CMARI, FWCSE, FWCLE",yjafarey,554,N,2021-12-01 00:00:00.000,305,N,2021-12-01 00:00:00.000,,JAX,cmiller,2021-12-05 14:50:17.927,D,2021-12-05 14:50:17.927
7467,2024-02-14 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,1,1,Hydrilla ,>12,F,F,>12,,,mnau,397,N,2024-01-24 00:00:00.000,240,N,2024-01-24 00:00:00.000,,LPZ,mlippincot,2024-02-19 12:57:36.997,D,2024-02-19 12:57:36.997
7482,2022-02-22 00:00:00.000,"3 Sisters Spring",FL,Citrus,Crystal River,Crystal River,,,,,,,,,,creid,379,N,2022-02-18 00:00:00.000,280,N,2022-02-22 00:00:00.000,pregnant,SWF,lbraso,2022-02-22 11:22:55.870,D,2022-02-22 11:22:55.870
7494,2022-02-03 00:00:00.000,Big Pine Key,FL,Monroe,Big Pine Key,Spanish Harbor Channel,,,,,,,,,,sdirocco,179,N,2022-02-03 00:00:00.000,203,N,2022-02-03 00:00:00.000,,SWF,lbraso,2022-02-13 06:37:21.163,D,2022-02-13 06:37:21.163
7495,2021-12-16 00:00:00.000,TECO Discharge Canal,FL,Hillsborough,Apollo Beach ,TECO Discharge Canal,,,,,,,,,FWC,mnau,247,N,2021-12-14 00:00:00.000,226,N,2021-12-14 00:00:00.000,,LPZ,mlippincot,2021-12-16 13:40:50.800,D,2021-12-16 13:40:50.800
7496,2022-08-23 00:00:00.000,Weeki Wachee ,FL,Hernando,Springhill,Weeki Wachee,,,,,,,,,,mnau,302,N,2022-08-10 00:00:00.000,230,N,2022-08-10 00:00:00.000,,LPZ,mlippincot,2022-08-30 05:41:01.217,D,2022-08-30 05:41:01.217
7496,2024-06-20 00:00:00.000,Eckerd College boat ramp,FL,Pinellas,St. Pete,Tampa Bay,,,,,,,,,,DLinderman,340,N,2024-06-20 00:00:00.000,255,N,2024-06-20 00:00:00.000,,SWF,lbraso,2024-06-23 05:21:35.860,D,2024-06-23 05:21:35.860
7504,2021-11-29 00:00:00.000,Orange Harbor boat ramp,FL,Lee,Ft. Myers,Orange River,,,,,,,,,,sdirocco,179,N,2021-11-29 00:00:00.000,215,N,2021-11-29 00:00:00.000,Dr. Lydia Staggs was attending vet,SWF,lbraso,2021-11-29 14:22:49.630,D,2021-11-29 14:22:49.630
7505,2021-12-07 00:00:00.000,TECO,FL,Hillsborough,Apollo Beach,Tampa Bay,,,,,,,,,"Teco, SWF  mmpl",sdirocco,295,N,2021-12-07 00:00:00.000,259,N,2021-12-07 00:00:00.000,Dr. Lydia Stagg was attending vet,SWF,lbraso,2021-12-07 09:33:35.577,D,2021-12-07 09:33:35.577
8505,2021-12-01 00:00:00.000,PEEC,FL,Broward,Ft. Lauderdale,Stranahan River,,,,,,,,,"SEFWC LE,SWF,CMARI USFWS",creid,495,N,2021-12-01 00:00:00.000,275,N,2021-12-01 00:00:00.000,,SWF,lbraso,2021-12-01 10:43:45.280,D,2021-12-01 10:43:45.280
8506,2021-12-01 00:00:00.000,PEEC,FL,Broward,Ft. Lauderdale,Stranahan River,,,,,,,,,"sefwc le, SWF, cmari, usfws",creid,61,N,2021-12-01 00:00:00.000,135,N,2021-12-01 00:00:00.000,,SWF,lbraso,2021-12-01 10:46:08.463,D,2021-12-01 10:46:08.463
8508,2023-02-13 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,Blue Spring Run,1,1,local sea grasses as well as freshwater vegetation,"04",B,F,,"Brand, Satellite tracking belt and Pit tags","CMARI, FWC, DEP, Volusia County, Save the manatee club, USFWS & MSQ",sloos,383,N,2023-02-01 00:00:00.000,244,N,2023-02-01 00:00:00.000,"70+ manatees in the Spring run the morning of 2/13/23.  More manatees entering throughout the day. 
12 manatees released into the spring that day",MSQ,jheyde,2023-02-14 09:04:36.177,D,2023-02-14 09:04:36.177
8509,2022-01-18 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St Johns River,,,,,,,,,,DLinderman,384,N,2022-01-18 00:00:00.000,260,N,2022-01-18 00:00:00.000,,SWF,lbraso,2022-01-19 05:57:10.707,D,2022-01-19 05:57:10.707
8512,2024-02-07 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,,,,F,F,>12,,,creid,413,N,2024-02-07 00:00:00.000,259,N,2024-02-07 00:00:00.000,,SWF,lbraso,2024-02-07 12:59:16.100,D,2024-02-07 12:59:16.100
8514,2023-01-10 00:00:00.000,TECO Discharge Canal ,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,,,,,,,,,,mnau,338,N,2022-12-19 00:00:00.000,249,N,2022-12-19 00:00:00.000,,LPZ,mlippincot,2023-01-10 12:23:42.673,D,2023-01-10 12:23:42.673
8515,2024-01-24 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,,,,,,,,,,cstring,299,N,2024-01-17 00:00:00.000,243,N,2024-01-17 00:00:00.000,,LPZ,mlippincot,2024-01-26 06:34:56.750,D,2024-01-26 06:34:56.750
8517,2022-07-27 00:00:00.000,Pete's Pier,FL,Citrus,Crystal River,Kings Bay,,,,,,,,,,DLinderman,563,N,2022-07-27 00:00:00.000,293,N,2022-07-27 00:00:00.000,,SWF,lbraso,2022-07-27 12:28:30.937,D,2022-07-27 12:28:30.937
8518,2024-02-07 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,,,,F,F,>12,,,sdirocco,345,N,2024-02-07 00:00:00.000,255,N,2024-02-07 00:00:00.000,,SWF,lbraso,2024-02-07 13:04:21.533,D,2024-02-07 13:04:21.533
8519,2022-03-03 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,"Earman River, ICW",,,,"02",,,,,"Jax Zoo, FWC SEFL",yjafarey,403,N,2022-03-03 00:00:00.000,268,N,2022-03-03 00:00:00.000,n/a,JAX,cmiller,2022-03-08 06:09:07.280,D,2022-03-08 06:09:07.280
