"MLog","DeathDate","CauseID","OtherText","Euth","DeathLoc","Org","VetID","Comments","CreateBy","CreateDate","UpdateBy","UpdateDate"
1908,2022-02-08 00:00:00.000,Unde,,0,AftRel,FWC,,,ahowell,2024-05-15 09:18:54.717,D,2024-05-15 09:18:54.717
1910,2017-04-04 00:00:00.000,BoIm,chronic,1,PriorTr,,,,dszemer,2020-04-23 10:06:57.260,D,2020-04-23 10:06:57.260
1917,2017-05-07 00:00:00.000,NaDe,,0,PriorTr,FWCIR,,FWC Officers brought calf onto their boat and within 10 minutes it stopped breathing.,bgreer,2017-05-08 11:55:08.637,D,2017-05-08 11:55:08.637
1919,2017-05-15 00:00:00.000,NaDe,,0,PriorTr,LPZ,rball,,vedmonds,2017-05-24 16:28:11.953,D,2017-05-24 16:28:11.953
1925,2018-01-22 00:00:00.000,Huma,"Discospondilytis between T9 and T10, with a significant 125 mL abscess (on top left of label in image below). The right brachial venous plexus looked abnormal and necrotic, started at radius/ulna and worked its way up towards the major vessels.",1,Rehab,SWF,lcroft,": This is the subadult female who arrived with a severe entanglement of her pectoral flipper, which was necrotic on arrival. We were able to amputate the pectoral flipper successfully, but since then she has had multiple severe infections in the carpus of her remaining pectoral flipper and along her dorsal spine and flanks. There were no injuries or obvious ports of entry for these infections,  ",jpeterson,2018-01-24 06:35:09.300,dszemer,2019-02-28 07:49:38.113
1926,2017-06-16 00:00:00.000,NaDe,,0,Rehab,SWF,lcroft,Animal came in late afternoon was given IV fluids and antibiotic. animal was tubed every three hours and passed away about 4.5 hours after coming in for rehab.,jpeterson,2017-06-19 11:22:14.513,D,2017-06-19 11:22:14.513
1930,2018-11-01 00:00:00.000,BoIm,Acute.,0,AftRel,MMPL,,Watercraft wounds; Skeletal trauma; Blood clots.,glonati,2019-05-13 12:36:18.513,D,2019-05-13 12:36:18.513
1933,2017-01-12 00:00:00.000,NaCs,,0,Resc,MMPL,,,dszemer,2017-07-24 11:57:53.700,D,2017-07-24 11:57:53.700
1938,2017-07-27 00:00:00.000,NaDe,,1,Rehab,LPZ,rball,,vedmonds,2017-08-06 15:20:36.353,D,2017-08-06 15:20:36.353
1940,2023-08-09 00:00:00.000,BoIm,,0,AftRel,MMPL,,,APajor,2023-09-14 09:08:22.823,D,2023-09-14 09:08:22.823
1941,2017-08-13 00:00:00.000,BoIm,,0,Rehab,,rball,,vedmonds,2017-08-27 12:44:37.153,D,2017-08-27 12:44:37.153
1943,2017-08-22 00:00:00.000,BoIm,,0,Rehab,SWF,lcroft,SWF rehab team came in on 8/22/2017 and found SWFTM1720B unresponsive on the bottom of the medical pool floor. the floor was raised and it was determined that Tm1720 was dead. SWFTm1720B was pickup by FWC and transported to the St. ete path lab for necropsy.,jpeterson,2017-08-22 12:48:12.963,D,2017-08-22 12:48:12.963
1945,2021-02-22 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 10:58:50.080,D,2023-10-02 10:58:50.080
1948,2021-01-28 00:00:00.000,Unde,,0,Rehab,SWF,sdirocco,,lbraso,2021-01-31 09:28:23.797,D,2021-01-31 09:28:23.797
1952,2017-12-06 00:00:00.000,Othe,"Radiographs and ultrasound are highly suspicious of severe pneumonia and/or fluid in the ventral right thorax (e.g., pyothorax) possibly distending the diaphragm down ventrally and pushing GI structures ventral and to the left side.  ",1,Rehab,SWF,lcroft,FWC pickup this animal to conduct a necropsy ,jpeterson,2017-12-06 08:03:10.487,D,2017-12-06 08:03:10.487
1961,2018-01-22 00:00:00.000,BoUn,,1,Rehab,SWF,lcroft,"large female who arrived with severe boat strike wound severe, diffuse subcutaneous emphysema. improvement and partial resolution of her cellulitis.blood parameters improved past two weeks  significant decline. negatively buoyant on the L side,where the worst of the prop wounds appeared to have a flail chest initial presentation.appears to communicate with the thoracic cavity. significant changes in blood parameters and the negative buoyancy on the L side.suspect a pyothorax",jpeterson,2018-01-24 06:44:34.937,D,2018-01-24 06:44:34.937
1965,2017-11-09 00:00:00.000,BoBo,,0,PriorTr,SWF,lcroft,This animal died almost immediately upon arrival to SWF,jpeterson,2017-11-16 12:44:36.187,D,2017-11-16 12:44:36.187
1967,2017-09-08 00:00:00.000,Othe,Calf was at SWF for 10hrs and then expired,0,PriorTr,SWF,lcroft,,jpeterson,2017-11-26 15:38:14.667,D,2017-11-26 15:38:14.667
1970,2017-04-12 00:00:00.000,BoUn,chronic,0,Trans,MMPL,,,dszemer,2020-04-23 10:02:42.580,D,2020-04-23 10:02:42.580
1972,2019-12-11 00:00:00.000,Deco,,0,AftRel,FWCIR,,COD preliminary,aperna,2020-04-14 07:42:49.623,D,2020-04-14 07:42:49.623
1974,2020-02-20 00:00:00.000,Deco,,0,AftRel,FWC,,,ahowell,2024-05-15 09:09:02.810,D,2024-05-15 09:09:02.810
1976,2022-01-08 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:08:58.670,D,2023-10-02 11:08:58.670
1980,2018-03-16 00:00:00.000,BoIm,,1,Rehab,SWF,lcroft,After month of chest taps and two surgeries Tm1748 was euthanized due to quality of life.,jpeterson,2018-03-22 17:13:43.477,D,2018-03-22 17:13:43.477
1984,2018-03-08 00:00:00.000,Unde,tear and abscess in esophagus; undetermined which was primary or secondary,1,Rehab,MMPL,,,dszemer,2018-04-13 12:41:54.940,D,2018-04-13 12:41:54.940
1986,2018-01-07 00:00:00.000,TrPo,,0,Trans,MMPL,,,bgreer,2018-01-12 06:58:08.863,dszemer,2018-04-17 13:51:15.443
1988,2020-12-16 00:00:00.000,BoPr,,0,AftRel,FWC,,,ahowell,2024-05-15 09:10:43.980,D,2024-05-15 09:10:43.980
1991,2018-01-30 00:00:00.000,BoIm,,1,Rehab,SWF,lcroft,This animal came in unresponsive and only took a breath every 8 minutes. He was unable to support himself in the water. after 12 hrs of supportive care and a full work up it was decided that for quality of life this animal was humanely euthanized. 1805B was sent to path lab for necropsy,jpeterson,2018-01-31 03:57:24.323,D,2018-01-31 03:57:24.323
1992,2018-01-29 00:00:00.000,Unde,Emaciated and weak.,0,Trans,MSQ,mrodriguez,This small manatee was very weak and very emaciated thus undetermined cause of death pending gross and histo pathology. ,mrodriguez,2018-03-15 09:54:55.307,D,2018-03-15 09:54:55.307
1994,2018-03-05 00:00:00.000,Unde,"MMPL: Final COD pending final review of necropsy. (Prop and skeg marks, pneumothorax and a fluid filled collapsed left thorax.)",0,Rehab,MSQ,mrodriguez,This is adult female had a severe pneumothorax that did not resolve after several aspiration attempts on the right side and a skeg with collapsed ribs and 3 liter fluid filled pocket on the left side.,mrodriguez,2018-03-15 09:44:42.317,dszemer,2018-04-12 14:08:10.460
1998,2018-02-10 00:00:00.000,BoUn,chronic,0,Rehab,SWF,lcroft,This animal was being treated for apparent cold stress syndrome. On 2/10/2018 she expired and was sent to the path lab for a full necropsy ,jpeterson,2018-02-11 03:59:39.367,dszemer,2018-02-12 13:22:40.307
1999,2018-03-11 00:00:00.000,BoPr,,0,Rehab,MSQ,mrodriguez,"This manatee had several very deep propeller wounds with fractured ribs and vertebrae. Response was intermittent before deteriorated and passed away. On gross, there was a small walled of draining tract that originated from one of the vertebral cracks at a propeller wound site into the vertebral canal adjacent to the cauda equina.",mrodriguez,2018-03-15 10:00:16.223,D,2018-03-15 10:00:16.223
2004,2018-03-01 00:00:00.000,Unde,,0,PriorTr,SWF,sdirocco,,jpeterson,2018-10-02 03:40:53.460,D,2018-10-02 03:40:53.460
2006,2018-03-30 00:00:00.000,NaOt,This manatee had cold stress but also breve toxin levels in several organ systems with decreasing amounts in feces (decreasing levels coinciding with time in-hospital would not be background.),0,Rehab,MSQ,mrodriguez,,mrodriguez,2018-10-02 14:02:53.410,D,2018-10-02 14:02:53.410
2012,2021-11-09 00:00:00.000,BoIm,,0,AftRel,,,,APajor,2023-09-14 08:45:22.293,D,2023-09-14 08:45:22.293
2013,2023-02-18 00:00:00.000,Deco,,0,AftRel,,,,KBouchard,2023-06-05 11:53:57.050,D,2023-06-05 11:53:57.050
2014,2023-12-17 00:00:00.000,BoIm,,0,AftRel,,,,ngordon,2024-03-19 15:20:58.823,D,2024-03-19 15:20:58.823
2016,2018-03-18 00:00:00.000,NaCs,Necropsy performed at MMPL.,0,PriorTr,SWF,lcroft,Animal died right after being removed from transport vehical,jpeterson,2018-03-27 08:55:56.423,dszemer,2018-03-30 11:16:28.893
2017,2022-08-03 00:00:00.000,HumI,,0,AftRel,FWCNE,,,KBouchard,2023-06-05 11:37:59.050,D,2023-06-05 11:37:59.050
2020,2018-05-10 00:00:00.000,NaDe,pending histopathology,0,Rehab,MSQ,mrodriguez,This calf was incredibly small at straight length of 90 cm. It had very abnormal fecals with sloughing intestinal cells on entry. It had a stricture in the small intestine but also had congested cerebellum and increased CSF fluid. It also still had a patent ductus arteriosus.,mrodriguez,2018-06-01 09:06:17.070,D,2018-06-01 09:06:17.070
2021,2018-04-10 00:00:00.000,NaRe,"red tide, parasitic enteritis, emaciation",0,Rehab,SWF,lcroft,Necropsy performed at MMPL. ELISA results indicates significant concentrations of brevetoxins.,jpeterson,2018-04-11 04:29:50.197,dszemer,2019-01-11 09:22:37.860
2022,2018-04-10 00:00:00.000,NaRe,suspect (necropsy conducted at FWC-MMPL),0,Rehab,MMPL,,SWF Tm1827 was found to be non responsive at around 0730 on 4/10/2018. this animal died sometime between 2100 on 4/9/2018 to 0730 on 4/10/2018,jpeterson,2018-04-10 05:50:14.797,dszemer,2019-05-31 11:18:25.807
2024,2018-04-14 00:00:00.000,BoIm,chronic. Necropsy performed at MMPL.,0,Rehab,SWF,lcroft,SWFTM1829B died some time between 0630h and 0730h. She was seen eating and swimming at 0630h and was found dead around 0730h. ,jpeterson,2018-04-16 05:15:26.477,dszemer,2019-01-10 12:06:55.163
2025,2020-11-10 00:00:00.000,TrWC,MRP tagged manatee found in drainage culvert,1,AftRel,FWCSW,,,ngordon,2021-09-23 14:45:42.143,D,2021-09-23 14:45:42.143
2027,2018-04-21 00:00:00.000,Unde,,1,Rehab,SWF,lcroft,"This animal had a 10"" hole into the thoracic cavity and due to quality of life it was decided that euthanasia was warranted. ",jpeterson,2018-04-23 08:59:04.530,D,2018-04-23 08:59:04.530
2028,2021-12-10 00:00:00.000,Deco,,0,AftRel,FWC,,,ahowell,2024-05-15 09:17:45.470,D,2024-05-15 09:17:45.470
2042,2018-05-23 00:00:00.000,NaOt,emaciated,1,Rehab,SWF,lcroft,Euthanized due to quality of life issue. Necropsied at FWC Marine Mammal Pathobiology Lab.,jpeterson,2018-05-23 15:12:42.167,dszemer,2018-06-01 08:17:01.900
2044,2018-05-26 00:00:00.000,Unde,Necropsy performed at the FWC MMPL. Bilateral pneumothorax of unknown ediology.,0,Rehab,SWF,lcroft,This animal had a bilateral thoracocentesis,jpeterson,2018-05-29 05:28:01.440,dszemer,2018-06-11 13:18:09.017
2048,2022-02-16 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:20:50.683,D,2023-10-02 11:20:50.683
2049,2018-06-28 00:00:00.000,BoUn,,0,Rehab,SWF,lcroft,"

",jpeterson,2018-07-06 05:16:52.810,D,2018-07-06 05:16:52.810
2059,2018-08-01 00:00:00.000,NaRe,,0,Rehab,SWF,sdirocco,This manatee came into SWF rehab area on 8/1/2018 around 4pm and died around 9pm,jpeterson,2018-08-07 13:25:10.770,D,2018-08-07 13:25:10.770
2065,2018-09-01 00:00:00.000,BoBo,,0,Rehab,SWF,sdirocco,This calf died around 1130am it was sent to the path lab for necropsy,jpeterson,2018-09-06 04:33:05.313,D,2018-09-06 04:33:05.313
2067,2018-09-20 00:00:00.000,HumI,This manatee was rescued for red tide seizure activity and recovered but died two weeks later from an old cecal perforation from a metal wire.,0,Rehab,MSQ,mrodriguez,,mrodriguez,2018-10-02 14:06:58.437,D,2018-10-02 14:06:58.437
2068,2018-11-24 00:00:00.000,BoIm,Acute.,0,AftRel,MMPL,,Watercraft wounds; Skeletal trauma; Blood clots; Hemothorax.,glonati,2019-05-13 12:41:22.667,D,2019-05-13 12:41:22.667
2072,2020-03-18 00:00:00.000,BoPr,He originally came in for acute propeller strike that was managed but eventually the drainage overtook him medically and he was euthanized.,1,Rehab,MSQ,mrodriguez,,mrodriguez,2020-03-23 08:19:58.170,D,2020-03-23 08:19:58.170
2074,2019-05-15 00:00:00.000,BoIm,chronic,0,AftRel,FWCSW,,,dszemer,2019-05-22 09:36:36.283,dszemer,2019-06-11 06:50:42.633
2079,2021-01-01 00:00:00.000,NaOt,Large reproductive tumor and numerous findings in the lungs. Histology findings pending. ,0,AftRel,MMPL,,,bbarbeau,2021-01-06 07:18:42.053,D,2021-01-06 07:18:42.053
2081,2018-01-05 00:00:00.000,NaCs,ICW water temperatures were reported at 47 degrees F.,0,Resc,FWCNE,,"Manatee was called in by fisherman as beached in ICW during cold weather. FWC and Jax Zoo responded, but manatee was dead on arrival.",ngordon,2018-10-13 12:29:16.640,D,2018-10-13 12:29:16.640
2085,2018-01-06 00:00:00.000,NaCs,,0,Resc,MMPL,,,dszemer,2019-03-26 15:04:07.567,D,2019-03-26 15:04:07.567
2094,2002-06-23 00:00:00.000,BoPr,,0,AftRel,MMPL,,,dszemer,2018-11-21 14:20:37.107,D,2018-11-21 14:20:37.107
2102,2019-01-14 00:00:00.000,NaOt,severe parasitic enteritis,0,Rehab,SWF,sdirocco,SWFTM1870 was found deceased at 0645am by staff when they went out to do their feed. This animal was alive at 0030 when our late staff did their final rounds for their shift.,jpeterson,2019-01-14 05:23:45.563,dszemer,2019-05-28 06:47:52.343
2107,2019-02-15 00:00:00.000,NaDe,,0,Rehab,MMPL,,This animal had a quick change in health status 72 hour prior to death his health became critical again. intensive care started on 2\12\2019,jpeterson,2019-02-19 05:03:51.990,dszemer,2019-08-02 14:23:49.293
2109,2021-11-24 00:00:00.000,NaOt,,0,AftRel,FWC,,,ahowell,2024-05-15 09:16:45.257,D,2024-05-15 09:16:45.257
2110,2019-02-12 00:00:00.000,NaOt,,0,Trans,FWCSW,,Necropsy was performed and preliminary cause of death is intestinal torsion. ,dboyd,2019-02-13 11:19:07.990,D,2019-02-13 11:19:07.990
2111,2019-01-04 00:00:00.000,NaCs,,0,Trans,FWCT,,,ahowell,2019-02-26 07:59:28.920,D,2019-02-26 07:59:28.920
2113,2020-07-28 00:00:00.000,Unde,"Dorsal epidermis missing and dermis bruised. Internal findings were consistent with physical trauma, but did not see any significant corresponding musculoskeletal trauma.",0,AftRel,GADNR,,"On 7/27/2020 Georgia DNR received a report of the manatee alive in Kings Bay, GA with areas of the epidermis on dorsal aspect missing and bruised areas of dermis. Following day the carcass was recovered in Nassau County, FL. ",ngordon,2020-08-10 09:55:32.327,D,2020-08-10 09:55:32.327
2115,2019-03-15 00:00:00.000,NaOt,,0,Rehab,MMPL,,Animal acutely presented with lack of interest in food and started to list to its left side up ,jpeterson,2019-04-02 10:54:51.920,dszemer,2019-08-02 14:26:06.830
2116,2019-03-04 00:00:00.000,Unde,,0,Rehab,SWF,sdirocco,This animal came in on 3/2/2019 very thin and emaciated,jpeterson,2019-03-18 04:45:29.307,D,2019-03-18 04:45:29.307
2118,2019-03-21 00:00:00.000,NaOt,"Emaciated, parasitic enteritis, possible aspiration pneumonia
",0,Rehab,MSQ,mrodriguez,High tides took manatee over a concrete rock barrier. ,mrodriguez,2019-04-02 09:31:38.023,dszemer,2019-11-13 12:16:55.020
2120,2019-04-20 00:00:00.000,BoIm,,1,Rehab,MMPL,,,lwinkler,2019-04-21 07:59:10.860,dszemer,2019-08-02 14:38:06.460
2123,2019-03-17 00:00:00.000,Unde,,1,Rehab,SWF,sdirocco,This animal acutely became lethargic and was put on a ventilator at 9pm on 3/16/2019. after not being able to consciously breath on its own he was humanely euthanized at 730am on 3/17/2019.,jpeterson,2019-04-03 14:28:14.550,D,2019-04-03 14:28:14.550
2131,2019-05-03 00:00:00.000,BoUn,,0,Rehab,LPZ,lsmith,Animal died several hours after arriving at facility.  ,mlippincot,2019-05-04 06:47:43.833,D,2019-05-04 06:47:43.833
2139,2018-11-19 00:00:00.000,BoPr,,1,Trans,MMPL,,Deeply penetrating propeller wounds; Skeletal trauma; Severed spinal cord.,glonati,2019-05-13 14:10:00.560,D,2019-05-13 14:10:00.560
2151,2019-06-05 00:00:00.000,NaOt,"Following treatment in the PM observed him rolling onto side. Began higher respiration's at 1710 following treatment. Continued to have frequent respirations and while under observation from animal care staff member, passed away at 1830.",0,Rehab,LPZ,lsmith,,mlippincot,2019-06-06 12:25:23.187,D,2019-06-06 12:25:23.187
2153,2019-05-25 00:00:00.000,BoBo,,0,Rehab,LPZ,lsmith,Found deceased in pool am from overnight,mlippincot,2019-05-26 07:28:44.830,D,2019-05-26 07:28:44.830
2155,2019-07-05 00:00:00.000,BoIm,,0,Rehab,MSQ,mrodriguez,The manatee had an old healed skeg mark on his lumbar area with three healed ribs on the right side. He had two walled off areas of pus in the right thoracic compartment that were separated by the lung having adhesions to the thoracic wall.,mrodriguez,2019-07-08 08:17:28.383,D,2019-07-08 08:17:28.383
2156,2019-05-24 00:00:00.000,NaOt,"Manatee had a congenital birth defect, where its GI organs were herniated into the manatee's umbilical cord",1,Trans,FWCSW,lsmith,Martine DeWitt communicated with USFWS to get the euthanasia authorized. Dr. Lauren Smith from Zoo Tampa performed the euthanasia. Euthanasia was performed at MMPL,dboyd,2019-05-28 13:12:00.900,D,2019-05-28 13:12:00.900
2157,2019-04-22 00:00:00.000,BoIm,,0,Resc,MMPL,,,glonati,2019-06-10 13:39:16.813,D,2019-06-10 13:39:16.813
2160,2019-06-28 00:00:00.000,BoPr,,1,Rehab,JAX,mpersky,,cmiller,2019-06-28 10:11:49.993,D,2019-06-28 10:11:49.993
2162,2019-07-09 00:00:00.000,Unde,,0,Rehab,SWF,sdirocco,,lbraso,2019-07-13 06:19:00.563,D,2019-07-13 06:19:00.563
2163,2019-08-17 00:00:00.000,BoIm,PYOTHORAX,1,Rehab,SWF,sdirocco,Dr. Dana Lindemann administered euthanasia,lbraso,2019-08-18 08:03:16.077,D,2019-08-18 08:03:16.077
2164,2019-07-15 00:00:00.000,BoIm,,0,Trans,MMPL,,,dszemer,2019-07-18 08:30:42.087,D,2019-07-18 08:30:42.087
2165,2019-07-03 00:00:00.000,BoIm,"Watercraft; Impact (Acute)
The wound shapes and internal trauma of many luxated ribs suggested that the manatee was crushed by a slower moving heavy vessel.",0,Trans,FWCNE,,The following day the carcass was transported to FWC-MMPL for necropsy. ,ngordon,2019-07-23 13:31:26.347,D,2019-07-23 13:31:26.347
3179,2021-03-24 00:00:00.000,NaOt,,0,AftRel,,,,bgreer,2023-10-02 11:02:46.593,D,2023-10-02 11:02:46.593
3183,2021-06-26 00:00:00.000,Deco,,0,AftRel,MMPL,,COD pending sample analysis; Red Tide Suspect due to location.  ,bbarbeau,2021-06-30 06:30:55.150,D,2021-06-30 06:30:55.150
3196,2021-09-22 00:00:00.000,Deco,,0,AftRel,MMPL,,,bbarbeau,2021-09-22 13:09:34.767,D,2021-09-22 13:09:34.767
3197,2019-10-21 00:00:00.000,BoIm,,0,PriorTr,JAX,yjafarey,Animal died during initial workup.,cmiller,2019-10-23 18:25:28.883,D,2019-10-23 18:25:28.883
3198,2019-10-27 00:00:00.000,BoUn,Animal was euthanized during treatment.   While in care was exhibiting signs of seizures and unresponsiveness potentially related to poor health.  After 24 hours was in poor condition.  ,1,Rehab,LPZ,lsmith,"Necropsy conducted at MMPL.  COD: Watercraft, chronic.",mlippincot,2019-10-28 10:50:43.277,dszemer,2019-11-08 14:26:46.040
3201,2019-11-02 00:00:00.000,NaRe,,0,Rehab,,,Dr. Lindsey Waxman was back up vet for this case ,mlippincot,2019-11-04 15:57:38.380,D,2019-11-04 15:57:38.380
3202,2021-03-19 00:00:00.000,NaCs,,0,Rehab,LPZ,,,mlippincot,2021-03-21 11:15:18.637,D,2021-03-21 11:15:18.637
3208,2019-12-12 00:00:00.000,BoIm,,0,Rehab,MSQ,mrodriguez,Tension Pneumothorax with folded/twisted left lung high cranially.,mrodriguez,2019-12-16 07:19:28.890,D,2019-12-16 07:19:28.890
3210,2019-11-26 00:00:00.000,TrOt,"entrapped in golf course pond, signs of cold stress.  Frozen for future necropsy--pending",0,Trans,SWF,creid,calf rescued with mom. expired 30 min into transport,lbraso,2019-11-28 07:06:38.993,dszemer,2020-04-15 08:35:53.140
3215,2019-11-26 00:00:00.000,NaRe,"The manatee was immobile, unresponsive, and in an area of high red tide cell counts.  ",0,Resc,FWCSW,,"Died prior to FWC-SWFL arrival, manatee was being supported by Lee County Sheriff's Office. ",ngordon,2020-04-14 19:55:44.717,D,2020-04-14 19:55:44.717
3217,2019-12-06 00:00:00.000,NaCs,,0,Trans,,,,bgreer,2019-12-17 06:15:28.883,D,2019-12-17 06:15:28.883
3222,2019-12-30 00:00:00.000,BoBo,,0,Rehab,LPZ,lsmith,,mlippincot,2020-01-05 13:19:06.250,D,2020-01-05 13:19:06.250
3225,2019-12-24 00:00:00.000,BoUn,,1,Rehab,LPZ,,Dr. Lindsey Waxman was on call ,mlippincot,2019-12-24 18:19:49.590,D,2019-12-24 18:19:49.590
3227,2020-01-14 00:00:00.000,Unde,,0,Rehab,MSQ,mrodriguez,"This animal had a severe pneumothorax on the left side with a 180 tilt and came in very weak with respiratory infection. Old vessel marks and a remodeled rib were present but it was not evident if it was prop or hull impact that created the lesions. He refilled within 30 minutes of removing air and providing negative pressure.
SIGNIFICANT FINDINGS Depleted, serous fat, Pneumothorax, Wet lungs, Mucus in airways, Congested peritoneum, urinary bladder, tracheal mucosa, lungs, Remodeled rib
",mrodriguez,2020-01-21 07:26:08.063,ngordon,2020-11-19 16:07:01.260
3228,2020-01-19 00:00:00.000,BoBo,,0,Rehab,MSQ,mrodriguez,This  manatee had two series of prop marks one on her right neck one on her left shoulder and a hull mark on the left side of her head. She could not raise her head appropriately to breathe normally. On necropsy under the hull mark there was scarring and constricture of the neck muscles and the neck muscles on the right side of her neck were atrophied. ,mrodriguez,2020-01-21 07:32:09.397,D,2020-01-21 07:32:09.397
3229,2020-01-22 00:00:00.000,NaCs,,0,Rehab,MSQ,mrodriguez,"Rescued beached/stranded, appeared cold stress but at that time weather not too cold, weeks old hull and prop marks on her left side, pneuomothorax on the left side, intestinal ileus, generalized edema. Cause of death pending necropsy at FMRI pathobiology lab.",mrodriguez,2020-01-23 16:57:45.953,dszemer,2020-02-07 06:30:47.530
3235,2020-02-13 00:00:00.000,NaCs,,0,Rehab,SWF,sdirocco,,lbraso,2020-02-13 06:25:15.023,D,2020-02-13 06:25:15.023
3240,2019-11-26 00:00:00.000,NaCs,"The manatee was beached, thin, and non-responsive. The surrounding water temperatures were below 65° F. ",0,Resc,FWCNE,,Jacksonville Zoo and Gardens was the first responder. ,ngordon,2020-04-14 16:53:21.170,D,2020-04-14 16:53:21.170
3241,2019-12-07 00:00:00.000,NaDe,"The small, thin, lone calf was grounded in the surf. Shortly after being removed from the surf, the calf expired.",0,Resc,FWCNE,,"Volusia County Marine Mammal Stranding Team, Debbie Wright, was first responder. ",ngordon,2020-04-14 17:16:55.220,D,2020-04-14 17:16:55.220
3244,2019-09-13 00:00:00.000,NaDe,,0,PriorTr,MSQ,mrodriguez,This 127.8 cm st. length had not nursed in over a week and had a bloody stomach and intestinal tract with severe kidney infection (pyonephritis).,mrodriguez,2020-02-24 06:17:01.350,D,2020-02-24 06:17:01.350
3246,2022-02-02 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:11:41.630,D,2023-10-02 11:11:41.630
3247,2020-02-19 00:00:00.000,NaCs,,0,Rehab,,lsmith,,mlippincot,2020-02-20 08:58:33.950,D,2020-02-20 08:58:33.950
3249,2021-02-17 00:00:00.000,Deco,,0,AftRel,MMPL,,,bbarbeau,2021-02-17 15:10:26.143,D,2021-02-17 15:10:26.143
3250,2020-04-26 00:00:00.000,BoBo,,1,Rehab,LPZ,lsmith,Pyothorax,mlippincot,2020-04-27 10:25:08.677,D,2020-04-27 10:25:08.677
3253,2020-02-16 00:00:00.000,NaCs,,0,Rehab,MSQ,mrodriguez,Severe cold stress lesions on flippers and muzzle with severe purulent pneumonia in lungs.,mrodriguez,2020-02-28 19:27:27.970,D,2020-02-28 19:27:27.970
3263,2020-04-13 00:00:00.000,BoIm,,0,Rehab,MSQ,mrodriguez,"This adult female manatee had an older skeg mark on her and directly underneath for several layers of muscle, rib bone, thoracic cavity and lung there was scarring, pus/abcessation, and adhesions extending linear parallel underneath to the skeg mark.",mrodriguez,2020-06-02 07:51:25.317,D,2020-06-02 07:51:25.317
3273,2019-02-06 00:00:00.000,NaCs,,0,Trans,MMPL,,,bbarbeau,2020-03-19 13:25:27.580,D,2020-03-19 13:25:27.580
3279,2024-07-20 00:00:00.000,Deco,,0,AftRel,MMPL,,,APajor,2024-10-23 11:53:56.890,D,2024-10-23 11:53:56.890
3281,2020-04-17 00:00:00.000,BoIm,,0,Rehab,SWF,sdirocco,,lbraso,2020-04-28 06:25:41.420,D,2020-04-28 06:25:41.420
3299,2023-06-30 00:00:00.000,Deco,,0,AftRel,,,,APajor,2023-09-14 09:04:26.597,D,2023-09-14 09:04:26.597
3302,2020-07-17 00:00:00.000,BoIm,,1,Rehab,SWF,sdirocco,,lbraso,2020-07-19 06:30:10.343,D,2020-07-19 06:30:10.343
3303,2020-08-13 00:00:00.000,NaDe,Health declining over several days ,1,Rehab,LPZ,lsmith,,mlippincot,2020-08-15 05:19:05.890,D,2020-08-15 05:19:05.890
3305,2024-03-07 00:00:00.000,NaOt,,0,AftRel,MMPL,,,APajor,2024-03-19 07:27:24.830,D,2024-03-19 07:27:24.830
3307,2020-08-08 00:00:00.000,BoIm,,0,Rehab,LPZ,lsmith,,mlippincot,2020-08-10 07:56:28.703,D,2020-08-10 07:56:28.703
3309,2020-08-06 00:00:00.000,Unde,Necropsy results were inconclusive.,0,Resc,SWF,,Manatee died shortly after being brought onboard rescue boat.,bgreer,2020-08-14 07:50:21.090,D,2020-08-14 07:50:21.090
3319,2020-06-10 00:00:00.000,BoIm,,0,Rehab,MSQ,mrodriguez,"chronic pyothorax, fractured kidneys, broken ribs",mrodriguez,2020-08-26 15:42:45.063,ngordon,2020-11-17 08:59:13.107
3321,2020-11-05 00:00:00.000,EnMo,,0,Rehab,SWF,creid,,lbraso,2020-11-07 08:12:00.450,D,2020-11-07 08:12:00.450
3324,2020-09-13 00:00:00.000,BoIm,,0,Rehab,,lsmith,,mlippincot,2020-09-13 08:51:18.690,D,2020-09-13 08:51:18.690
3330,2020-10-17 00:00:00.000,BoIm,,1,Rehab,SWF,sdirocco,,lbraso,2020-10-25 11:07:27.863,D,2020-10-25 11:07:27.863
3334,2020-11-13 00:00:00.000,NaOt,Euthanized due to poor health.   Fluid in chest. ,1,Rehab,LPZ,lsmith,,mlippincot,2020-11-16 07:27:18.313,D,2020-11-16 07:27:18.313
3346,2020-11-16 00:00:00.000,Unde,,0,Rehab,SWF,sdirocco,Dr. Dana Lindemann's case,lbraso,2020-11-16 06:31:46.560,D,2020-11-16 06:31:46.560
3349,2020-11-28 00:00:00.000,Othe,Animal was euthanized due to poor health/blood work.  Exhibiting seizures lasting for long periods.   Neurological symptoms such as lip twitching and arching.  Eye on right side of body was not responsive but left side was.  ,1,Rehab,,lsmith,,mlippincot,2020-11-30 11:47:03.797,D,2020-11-30 11:47:03.797
3352,2020-12-28 00:00:00.000,Unde,,0,Rehab,SWF,sdirocco,,lbraso,2020-12-28 09:37:16.670,D,2020-12-28 09:37:16.670
3353,2021-11-04 00:00:00.000,NaOt,Pneumonia with suspected heart issues,0,Rehab,LPZ,mnau,,mlippincot,2021-11-04 13:57:26.593,ngordon,2022-09-07 11:18:31.020
